in s,C1 in V,C3 in V
-8.0000E-08,1.32845381973E-02,-1.025110143246E-04
-7.9800E-08,1.32875051582E-02,-1.012385288263E-04
-7.9600E-08,1.32707944373E-02,-1.020582234962E-04
-7.9400E-08,1.33121435298E-02,-1.031566829430E-04
-7.9200E-08,1.33292565821E-02,-1.044929864360E-04
-7.9000E-08,1.33349122712E-02,-9.588566874247E-05
-7.8800E-08,1.33531217230E-02,-9.117585555744E-05
-7.8600E-08,1.32930050837E-02,-9.915647958499E-05
-7.8400E-08,1.33199750213E-02,-1.031914019035E-04
-7.8200E-08,1.33781591663E-02,-1.004645328512E-04
-7.8000E-08,1.33738869568E-02,-9.511853852403E-05
-7.7800E-08,1.33610996651E-02,-9.104607701395E-05
-7.7600E-08,1.34353533154E-02,-9.369469834585E-05
-7.7400E-08,1.34137659566E-02,-9.499236056675E-05
-7.7200E-08,1.33026766358E-02,-8.928176239226E-05
-7.7000E-08,1.32702528732E-02,-8.463720469829E-05
-7.6800E-08,1.33424008032E-02,-8.189523508866E-05
-7.6600E-08,1.33818327682E-02,-8.131241244357E-05
-7.6400E-08,1.34167343145E-02,-9.144143643882E-05
-7.6200E-08,1.34586652508E-02,-9.591936776508E-05
-7.6000E-08,1.34416078450E-02,-9.069979097787E-05
-7.5800E-08,1.32790669100E-02,-8.329771817755E-05
-7.5600E-08,1.33074575802E-02,-8.352083815355E-05
-7.5400E-08,1.33529971587E-02,-8.761940733623E-05
-7.5200E-08,1.33172457805E-02,-8.828060091567E-05
-7.5000E-08,1.32408135338E-02,-8.497223719117E-05
-7.4800E-08,1.33453149116E-02,-8.326668194589E-05
-7.4600E-08,1.34797129082E-02,-7.956647039484E-05
-7.4400E-08,1.34742108872E-02,-8.223063722346E-05
-7.4200E-08,1.33636775659E-02,-8.459321730864E-05
-7.4000E-08,1.33301790571E-02,-7.712193247955E-05
-7.3800E-08,1.33494229754E-02,-7.322241547611E-05
-7.3600E-08,1.32576111006E-02,-8.285920647998E-05
-7.3400E-08,1.31916830083E-02,-8.285708446149E-05
-7.3200E-08,1.33845343022E-02,-7.715320829395E-05
-7.3000E-08,1.35425597196E-02,-7.383656185214E-05
-7.2800E-08,1.32880695397E-02,-7.409418174159E-05
-7.2600E-08,1.31690374343E-02,-7.630181340594E-05
-7.2400E-08,1.31197977113E-02,-7.727408120502E-05
-7.2200E-08,1.33541811025E-02,-7.344978633430E-05
-7.2000E-08,1.34282382438E-02,-6.969808503147E-05
-7.1800E-08,1.33429581998E-02,-6.874156808574E-05
-7.1600E-08,1.33149891859E-02,-7.289649397228E-05
-7.1400E-08,1.32975182729E-02,-7.288634935487E-05
-7.1200E-08,1.35803332319E-02,-7.267344929371E-05
-7.1000E-08,1.34978532093E-02,-7.040132880304E-05
-7.0800E-08,1.31213055225E-02,-6.836488242354E-05
-7.0600E-08,1.31919968640E-02,-6.653566141706E-05
-7.0400E-08,1.33322216803E-02,-6.655609440152E-05
-7.0200E-08,1.31897405023E-02,-6.347065898683E-05
-7.0000E-08,1.32056637900E-02,-6.517045740131E-05
-6.9800E-08,1.31934790639E-02,-6.616147426050E-05
-6.9600E-08,1.32662547054E-02,-6.294762250129E-05
-6.9400E-08,1.32919128751E-02,-6.487045190390E-05
-6.9200E-08,1.34342953330E-02,-5.870400993247E-05
-6.9000E-08,1.33989346446E-02,-5.452123768721E-05
