in s,C1 in V,C3 in V
-2.0600E-07,1.453926806338E-02,2.133831031993E-05
-2.0580E-07,1.453024075367E-02,1.438277013972E-05
-2.0560E-07,1.468179627322E-02,1.813928209617E-05
-2.0540E-07,1.448470420204E-02,2.566525102034E-05
-2.0520E-07,1.434786963277E-02,2.173645854369E-05
-2.0500E-07,1.467120713554E-02,1.729124248400E-05
-2.0480E-07,1.461549215950E-02,2.254190132394E-05
-2.0460E-07,1.431113407947E-02,2.234192978963E-05
-2.0440E-07,1.433650842868E-02,2.314713899419E-05
-2.0420E-07,1.447622963227E-02,2.672164015844E-05
-2.0400E-07,1.455413010903E-02,2.838635262474E-05
-2.0380E-07,1.488533542491E-02,3.094553709402E-05
-2.0360E-07,1.457647207193E-02,3.311495133117E-05
-2.0340E-07,1.438824386336E-02,2.948675848916E-05
-2.0320E-07,1.459315392189E-02,2.323622353747E-05
-2.0300E-07,1.475277143531E-02,2.437921394035E-05
-2.0280E-07,1.432614606805E-02,2.824666820839E-05
-2.0260E-07,1.446821699850E-02,2.524376366660E-05
-2.0240E-07,1.495028539561E-02,2.851432137564E-05
-2.0220E-07,1.469904995523E-02,3.320859674737E-05
-2.0200E-07,1.442278289236E-02,2.968961283937E-05
-2.0180E-07,1.446014662273E-02,2.935277823731E-05
-2.0160E-07,1.451157704927E-02,2.986184418574E-05
-2.0140E-07,1.424937249161E-02,2.681270394847E-05
-2.0120E-07,1.411151113920E-02,2.925220545754E-05
-2.0100E-07,1.448317869566E-02,3.335462458804E-05
-2.0080E-07,1.444341029040E-02,3.275014296546E-05
-2.0060E-07,1.447659890167E-02,3.543378025666E-05
-2.0040E-07,1.441238840111E-02,2.970469691232E-05
-2.0020E-07,1.466181474738E-02,2.695117131248E-05
-2.0000E-07,1.473960625939E-02,2.846481562033E-05
-1.9980E-07,1.482152772136E-02,3.394989841059E-05
-1.9960E-07,1.475047991611E-02,3.687912211195E-05
-1.9940E-07,1.474545636214E-02,3.101050187275E-05
-1.9920E-07,1.483975137584E-02,2.775742546096E-05
-1.9900E-07,1.509503667243E-02,2.626319252327E-05
-1.9880E-07,1.499270993285E-02,2.402733829245E-05
-1.9860E-07,1.482370934449E-02,2.715724040195E-05
-1.9840E-07,1.470200737007E-02,3.310216613486E-05
-1.9820E-07,1.426863270812E-02,3.664575539902E-05
-1.9800E-07,1.406671498902E-02,3.540518567338E-05
-1.9780E-07,1.445901460014E-02,3.674466241524E-05
-1.9760E-07,1.495992551558E-02,3.893575616553E-05
-1.9740E-07,1.447640239261E-02,4.143205345049E-05
-1.9720E-07,1.424199874513E-02,3.917457502708E-05
-1.9700E-07,1.456562076695E-02,3.624824028835E-05
-1.9680E-07,1.453792043962E-02,3.724142875895E-05
-1.9660E-07,1.449179110117E-02,3.427110802755E-05
-1.9640E-07,1.454018681310E-02,3.324751783535E-05
-1.9620E-07,1.472457331605E-02,4.108114283904E-05
-1.9600E-07,1.495857556351E-02,4.451682012901E-05
-1.9580E-07,1.483641444705E-02,3.795408051833E-05
-1.9560E-07,1.449792572297E-02,3.195194103196E-05
-1.9540E-07,1.424170118757E-02,3.370249256864E-05
-1.9520E-07,1.428351338021E-02,4.043837938830E-05
-1.9500E-07,1.471292247064E-02,4.137808516994E-05
-1.9480E-07,1.472937568091E-02,4.146248590573E-05
-1.9460E-07,1.480455064215E-02,4.395716045424E-05
-1.9440E-07,1.453120606951E-02,4.202969991043E-05
-1.9420E-07,1.423299425282E-02,4.273450844362E-05
-1.9400E-07,1.461585584097E-02,4.181370385364E-05
-1.9380E-07,1.516329982318E-02,4.421920165792E-05
-1.9360E-07,1.501495084725E-02,4.420812525227E-05
-1.9340E-07,1.466402943246E-02,3.788608540222E-05
-1.9320E-07,1.472730255686E-02,3.857763544097E-05
-1.9300E-07,1.491775010712E-02,4.090816773847E-05
-1.9280E-07,1.447934630327E-02,3.986895256117E-05
-1.9260E-07,1.440317901783E-02,4.355946094170E-05
-1.9240E-07,1.496031667106E-02,4.832793962583E-05
-1.9220E-07,1.506615915336E-02,5.131067060306E-05
-1.9200E-07,1.463478404097E-02,4.559850920364E-05
-1.9180E-07,1.446944122203E-02,4.334415946528E-05
-1.9160E-07,1.452345746569E-02,4.517300803587E-05
-1.9140E-07,1.467578225769E-02,3.951871194318E-05
-1.9120E-07,1.466324805282E-02,4.229089901224E-05
-1.9100E-07,1.452917718329E-02,4.797687534615E-05
-1.9080E-07,1.428400744684E-02,4.482683655247E-05
-1.9060E-07,1.425517323427E-02,4.591019753739E-05
-1.9040E-07,1.421058150940E-02,4.768850770220E-05
-1.9020E-07,1.455548285507E-02,4.660997804627E-05
-1.9000E-07,1.469160775654E-02,4.539198525622E-05
-1.8980E-07,1.497063293122E-02,5.256331865117E-05
-1.8960E-07,1.526598279364E-02,4.877242189273E-05
-1.8940E-07,1.502204240300E-02,4.964373302087E-05
-1.8920E-07,1.469909233041E-02,5.708139803633E-05
-1.8900E-07,1.426968091167E-02,5.505797475949E-05
-1.8880E-07,1.447458724491E-02,4.906594664231E-05
-1.8860E-07,1.448418638669E-02,4.952256255224E-05
-1.8840E-07,1.463530325331E-02,5.242070839181E-05
-1.8820E-07,1.489026724361E-02,5.507911950722E-05
-1.8800E-07,1.486287471838E-02,5.709576908871E-05
-1.8780E-07,1.490913723595E-02,5.927317407355E-05
-1.8760E-07,1.473375056870E-02,5.497936424240E-05
-1.8740E-07,1.484497888945E-02,5.346527737006E-05
-1.8720E-07,1.522853291593E-02,5.154567849263E-05
-1.8700E-07,1.510894504376E-02,5.318590853736E-05
-1.8680E-07,1.479236661457E-02,5.309365842864E-05
-1.8660E-07,1.469360963441E-02,5.158267565444E-05
-1.8640E-07,1.460731281899E-02,5.531537518278E-05
-1.8620E-07,1.465858212672E-02,5.718500115350E-05
-1.8600E-07,1.461964306422E-02,5.204908945039E-05
-1.8580E-07,1.438896098174E-02,5.184680059925E-05
-1.8560E-07,1.463546390645E-02,5.579967596009E-05
-1.8540E-07,1.495327075012E-02,5.850681834295E-05
-1.8520E-07,1.495037014596E-02,5.297425821796E-05
-1.8500E-07,1.475820709951E-02,5.278638344631E-05
-1.8480E-07,1.485087974928E-02,5.860179145262E-05
-1.8460E-07,1.515180497430E-02,6.100870300457E-05
-1.8440E-07,1.484932909720E-02,6.079353675619E-05
-1.8420E-07,1.472658404149E-02,5.577263649926E-05
-1.8400E-07,1.478108690120E-02,4.607181962952E-05
-1.8380E-07,1.480659116991E-02,5.226807896420E-05
-1.8360E-07,1.462003561668E-02,6.046918001398E-05
-1.8340E-07,1.438707225956E-02,5.697890747711E-05
-1.8320E-07,1.496265149675E-02,5.655831139907E-05
-1.8300E-07,1.500632726587E-02,6.120591465756E-05
-1.8280E-07,1.475984995253E-02,6.108843837306E-05
-1.8260E-07,1.426340845413E-02,5.869964737817E-05
-1.8240E-07,1.448748140596E-02,5.695078004524E-05
-1.8220E-07,1.476152214222E-02,5.930996224657E-05
-1.8200E-07,1.427813452668E-02,5.817348737642E-05
-1.8180E-07,1.413103631698E-02,5.311953001097E-05
-1.8160E-07,1.422696161084E-02,5.369951077178E-05
-1.8140E-07,1.442943020724E-02,5.885397330299E-05
-1.8120E-07,1.453568945639E-02,6.255522001907E-05
-1.8100E-07,1.510019713081E-02,6.153662711754E-05
-1.8080E-07,1.526230174117E-02,5.705652837083E-05
-1.8060E-07,1.492879652418E-02,5.073885269835E-05
-1.8040E-07,1.488660900854E-02,5.571277350560E-05
-1.8020E-07,1.479493007995E-02,6.375502463802E-05
-1.8000E-07,1.447812021710E-02,6.067421645298E-05
-1.7980E-07,1.434189612977E-02,5.592774305865E-05
-1.7960E-07,1.460578917526E-02,5.068077840283E-05
-1.7940E-07,1.486714622937E-02,5.080759771541E-05
-1.7920E-07,1.494359477423E-02,5.055416193232E-05
-1.7900E-07,1.477184073068E-02,4.805272598192E-05
-1.7880E-07,1.443078760989E-02,4.997028414532E-05
-1.7860E-07,1.418199828826E-02,5.301163033023E-05
-1.7840E-07,1.466482059099E-02,5.051973410323E-05
-1.7820E-07,1.472418914549E-02,4.926703688130E-05
-1.7800E-07,1.496162378229E-02,5.298538994416E-05
-1.7780E-07,1.501446981914E-02,5.445951693132E-05
-1.7760E-07,1.483260161243E-02,5.330109823867E-05
