in s,C1 in V,C3 in V
-6.0000E-08,1.40097663039E-02,-5.818470999133E-05
-5.9800E-08,1.38650788227E-02,-6.125427515711E-05
-5.9600E-08,1.38569020433E-02,-6.752008934039E-05
-5.9400E-08,1.39262862736E-02,-6.049230078701E-05
-5.9200E-08,1.39800894773E-02,-6.236557349097E-05
-5.9000E-08,1.40276688850E-02,-6.525675406214E-05
-5.8800E-08,1.38859066879E-02,-6.211775763426E-05
-5.8600E-08,1.38731100829E-02,-5.917723861988E-05
-5.8400E-08,1.40630216571E-02,-5.799446081277E-05
-5.8200E-08,1.40244970331E-02,-5.450775510166E-05
-5.8000E-08,1.39476305572E-02,-6.078040845226E-05
-5.7800E-08,1.38823895482E-02,-6.217548356857E-05
-5.7600E-08,1.39966013609E-02,-5.916227738838E-05
-5.7400E-08,1.41093980288E-02,-5.889259035233E-05
-5.7200E-08,1.41553345835E-02,-6.245875161607E-05
-5.7000E-08,1.39382696012E-02,-5.765789503697E-05
-5.6800E-08,1.39705392299E-02,-5.814056949224E-05
-5.6600E-08,1.39119522879E-02,-6.053119910415E-05
-5.6400E-08,1.40396373114E-02,-6.132730737794E-05
-5.6200E-08,1.40056510223E-02,-6.101744355168E-05
-5.6000E-08,1.39061999740E-02,-5.958456279244E-05
-5.5800E-08,1.37205310399E-02,-6.300255389418E-05
-5.5600E-08,1.37918812921E-02,-6.048627559561E-05
-5.5400E-08,1.39231079025E-02,-5.635972287040E-05
-5.5200E-08,1.39574471628E-02,-6.188123569358E-05
-5.5000E-08,1.39184692176E-02,-6.726780546363E-05
-5.4800E-08,1.39050951926E-02,-6.731023838278E-05
-5.4600E-08,1.39361100970E-02,-6.184566848445E-05
-5.4400E-08,1.40269664349E-02,-6.320723787416E-05
-5.4200E-08,1.39732850017E-02,-6.086901681032E-05
-5.4000E-08,1.38614552794E-02,-6.026442734059E-05
-5.3800E-08,1.39037994901E-02,-6.436418964062E-05
-5.3600E-08,1.39573796419E-02,-6.236912136432E-05
-5.3400E-08,1.39462559251E-02,-5.469604012090E-05
-5.3200E-08,1.40015033772E-02,-5.707580492366E-05
-5.3000E-08,1.41307725804E-02,-6.036830659490E-05
-5.2800E-08,1.41092529753E-02,-6.190871180501E-05
-5.2600E-08,1.39489167137E-02,-6.362331228796E-05
-5.2400E-08,1.40231168130E-02,-6.477648172062E-05
-5.2200E-08,1.40460890485E-02,-6.700157782528E-05
-5.2000E-08,1.39275784837E-02,-6.880031864624E-05
-5.1800E-08,1.40085125109E-02,-6.525152515154E-05
-5.1600E-08,1.38856291538E-02,-6.165398157667E-05
-5.1400E-08,1.36009867070E-02,-6.255462824832E-05
-5.1200E-08,1.37097619241E-02,-6.644718501251E-05
-5.1000E-08,1.38692830456E-02,-6.478409062605E-05
-5.0800E-08,1.40062228544E-02,-6.432116393465E-05
-5.0600E-08,1.39467043569E-02,-6.362802361604E-05
-5.0400E-08,1.38425179990E-02,-6.925103569869E-05
-5.0200E-08,1.37381863547E-02,-6.493534416426E-05
-5.0000E-08,1.38712253189E-02,-6.071218045894E-05
-4.9800E-08,1.38273551362E-02,-6.018617505673E-05
-4.9600E-08,1.37550591258E-02,-6.211732410360E-05
-4.9400E-08,1.38858629158E-02,-6.609107054304E-05
-4.9200E-08,1.40118133510E-02,-6.491811795626E-05
-4.9000E-08,1.39125711517E-02,-6.595798990223E-05
-4.8800E-08,1.39082800830E-02,-6.589173049200E-05
-4.8600E-08,1.40137709910E-02,-6.469543803017E-05
-4.8400E-08,1.38435531640E-02,-6.806419685948E-05
-4.8200E-08,1.37531166198E-02,-6.805604825262E-05
-4.8000E-08,1.37846986996E-02,-6.410564168822E-05
-4.7800E-08,1.38907975284E-02,-6.399247249123E-05
-4.7600E-08,1.38789131539E-02,-6.641352887731E-05
-4.7400E-08,1.39300907264E-02,-6.540090300608E-05
-4.7200E-08,1.40030056005E-02,-6.475020003039E-05
-4.7000E-08,1.38838920044E-02,-6.084722525906E-05
-4.6800E-08,1.37059053173E-02,-5.700951012317E-05
-4.6600E-08,1.36099600000E-02,-5.907704437617E-05
-4.6400E-08,1.36092223926E-02,-6.693969795946E-05
-4.6200E-08,1.36833999073E-02,-6.968827791046E-05
-4.6000E-08,1.38428809820E-02,-6.655860239174E-05
-4.5800E-08,1.40380989993E-02,-6.958041725214E-05
-4.5600E-08,1.40565443086E-02,-7.078488043975E-05
-4.5400E-08,1.40631485498E-02,-6.611571101006E-05
-4.5200E-08,1.39436160913E-02,-6.648402184713E-05
-4.5000E-08,1.38204794144E-02,-7.112433052156E-05
-4.4800E-08,1.38392101740E-02,-7.074463286903E-05
-4.4600E-08,1.36586046079E-02,-6.512311160099E-05
-4.4400E-08,1.36255237972E-02,-6.484897866379E-05
-4.4200E-08,1.37433938449E-02,-6.115414284635E-05
-4.4000E-08,1.38903169660E-02,-6.288844685536E-05
-4.3800E-08,1.39406570466E-02,-6.897860591765E-05
-4.3600E-08,1.39368714532E-02,-7.021809661295E-05
-4.3400E-08,1.37397353770E-02,-6.892895338591E-05
-4.3200E-08,1.39035673579E-02,-6.737119367812E-05
-4.3000E-08,1.37957639759E-02,-6.339564233552E-05
-4.2800E-08,1.38504754519E-02,-7.036779297981E-05
-4.2600E-08,1.40119218500E-02,-7.220070751849E-05
-4.2400E-08,1.39823553851E-02,-7.144548384007E-05
-4.2200E-08,1.37955558253E-02,-7.080365054775E-05
-4.2000E-08,1.36636530748E-02,-7.044036955107E-05
-4.1800E-08,1.39259421499E-02,-7.210471144412E-05
-4.1600E-08,1.38203187613E-02,-7.528270793613E-05
-4.1400E-08,1.35729310801E-02,-7.596965495963E-05
