in s,C1 in V
-1.9800E-07,1.667366336100E-02
-1.9780E-07,1.631032927893E-02
-1.9760E-07,1.482891171239E-02
-1.9740E-07,1.432674537413E-02
-1.9720E-07,1.609995002858E-02
-1.9700E-07,1.585774608888E-02
-1.9680E-07,1.542394767515E-02
-1.9660E-07,1.608171519823E-02
-1.9640E-07,1.622237564065E-02
-1.9620E-07,1.604703647085E-02
-1.9600E-07,1.536069131456E-02
-1.9580E-07,1.523994860239E-02
-1.9560E-07,1.572990250774E-02
-1.9540E-07,1.547542653047E-02
-1.9520E-07,1.607584041543E-02
-1.9500E-07,1.638361086138E-02
-1.9480E-07,1.576146270148E-02
-1.9460E-07,1.564963041805E-02
-1.9440E-07,1.593220998533E-02
-1.9420E-07,1.645913693123E-02
-1.9400E-07,1.641732660122E-02
-1.9380E-07,1.557722241618E-02
-1.9360E-07,1.472252673469E-02
-1.9340E-07,1.464715712704E-02
-1.9320E-07,1.454989445396E-02
-1.9300E-07,1.532922704704E-02
-1.9280E-07,1.560881706886E-02
-1.9260E-07,1.534266184084E-02
-1.9240E-07,1.604407393374E-02
-1.9220E-07,1.607425344177E-02
-1.9200E-07,1.656255750917E-02
-1.9180E-07,1.657475783490E-02
-1.9160E-07,1.620062367059E-02
-1.9140E-07,1.601163038053E-02
-1.9120E-07,1.607305529527E-02
-1.9100E-07,1.527077165432E-02
-1.9080E-07,1.514238790609E-02
-1.9060E-07,1.496349154972E-02
-1.9040E-07,1.430674941279E-02
-1.9020E-07,1.496886481531E-02
-1.9000E-07,1.595699061640E-02
-1.8980E-07,1.610188159160E-02
-1.8960E-07,1.600973839872E-02
-1.8940E-07,1.550435015000E-02
-1.8920E-07,1.525022528134E-02
-1.8900E-07,1.654423234053E-02
-1.8880E-07,1.631494724192E-02
-1.8860E-07,1.545946738683E-02
-1.8840E-07,1.490941244178E-02
-1.8820E-07,1.600729507394E-02
-1.8800E-07,1.586380667053E-02
-1.8780E-07,1.600157349370E-02
-1.8760E-07,1.631473722868E-02
-1.8740E-07,1.613239777274E-02
-1.8720E-07,1.577293147333E-02
-1.8700E-07,1.559352242388E-02
-1.8680E-07,1.600014763884E-02
-1.8660E-07,1.691514086910E-02
-1.8640E-07,1.651764773764E-02
-1.8620E-07,1.582957125269E-02
-1.8600E-07,1.591614467092E-02
-1.8580E-07,1.510213241912E-02
-1.8560E-07,1.386651090346E-02
-1.8540E-07,1.489658440463E-02
-1.8520E-07,1.680017794482E-02
