in s,C1 in V
-1.9800E-07,1.580708260648E-02
-1.9780E-07,1.741608065553E-02
-1.9760E-07,1.667689924128E-02
-1.9740E-07,1.552604577504E-02
-1.9720E-07,1.554602217861E-02
-1.9700E-07,1.591978148557E-02
-1.9680E-07,1.581320232712E-02
-1.9660E-07,1.660488053225E-02
-1.9640E-07,1.660851967521E-02
-1.9620E-07,1.673005773686E-02
-1.9600E-07,1.562789847143E-02
-1.9580E-07,1.564731375314E-02
-1.9560E-07,1.565974271856E-02
-1.9540E-07,1.563863848336E-02
-1.9520E-07,1.549217590131E-02
-1.9500E-07,1.574093355797E-02
-1.9480E-07,1.513814992271E-02
-1.9460E-07,1.463028295897E-02
-1.9440E-07,1.550426120870E-02
-1.9420E-07,1.628586296923E-02
-1.9400E-07,1.593672969379E-02
-1.9380E-07,1.531441063620E-02
-1.9360E-07,1.535632713698E-02
-1.9340E-07,1.544717160054E-02
-1.9320E-07,1.620345768519E-02
-1.9300E-07,1.596311918460E-02
-1.9280E-07,1.584144049324E-02
-1.9260E-07,1.578082396649E-02
-1.9240E-07,1.589754662476E-02
-1.9220E-07,1.516906098463E-02
-1.9200E-07,1.488019033335E-02
-1.9180E-07,1.456815023907E-02
-1.9160E-07,1.501325630583E-02
-1.9140E-07,1.550795157440E-02
-1.9120E-07,1.616096143611E-02
-1.9100E-07,1.668192419223E-02
-1.9080E-07,1.634594072588E-02
-1.9060E-07,1.562732710503E-02
-1.9040E-07,1.633426473476E-02
-1.9020E-07,1.711658594199E-02
-1.9000E-07,1.641429142095E-02
-1.8980E-07,1.479460504837E-02
-1.8960E-07,1.572387685068E-02
-1.8940E-07,1.633443702944E-02
-1.8920E-07,1.523349313997E-02
-1.8900E-07,1.633074619807E-02
-1.8880E-07,1.586348117329E-02
-1.8860E-07,1.598179592751E-02
-1.8840E-07,1.622880316339E-02
-1.8820E-07,1.617995901965E-02
-1.8800E-07,1.607764857821E-02
-1.8780E-07,1.503379988484E-02
-1.8760E-07,1.428636276163E-02
-1.8740E-07,1.492213197984E-02
-1.8720E-07,1.527234558947E-02
-1.8700E-07,1.546555357985E-02
-1.8680E-07,1.625507065095E-02
-1.8660E-07,1.582605178468E-02
-1.8640E-07,1.559882770292E-02
-1.8620E-07,1.554188384674E-02
-1.8600E-07,1.553437552415E-02
