in s,C1 in V
-1.9800E-07,1.489378112368E-02
-1.9780E-07,1.440488892607E-02
-1.9760E-07,1.465131967328E-02
-1.9740E-07,1.445778152905E-02
-1.9720E-07,1.348641580902E-02
-1.9700E-07,1.229044255801E-02
-1.9680E-07,1.287851083092E-02
-1.9660E-07,1.331703105010E-02
-1.9640E-07,1.445036866702E-02
-1.9620E-07,1.554064751603E-02
-1.9600E-07,1.507669194601E-02
-1.9580E-07,1.482682554983E-02
-1.9560E-07,1.510953503661E-02
-1.9540E-07,1.529193689115E-02
-1.9520E-07,1.409485210665E-02
-1.9500E-07,1.496225009672E-02
-1.9480E-07,1.499540518038E-02
-1.9460E-07,1.288638749160E-02
-1.9440E-07,1.231519059278E-02
-1.9420E-07,1.342999163084E-02
-1.9400E-07,1.402185597457E-02
-1.9380E-07,1.281180159189E-02
-1.9360E-07,1.440018760972E-02
-1.9340E-07,1.476669098251E-02
-1.9320E-07,1.533618542366E-02
-1.9300E-07,1.443959512748E-02
-1.9280E-07,1.517172317021E-02
-1.9260E-07,1.505568875931E-02
-1.9240E-07,1.455013799481E-02
-1.9220E-07,1.426074766554E-02
-1.9200E-07,1.437088494189E-02
-1.9180E-07,1.494732006453E-02
-1.9160E-07,1.510689427145E-02
-1.9140E-07,1.503625857644E-02
-1.9120E-07,1.479492356069E-02
-1.9100E-07,1.401768830605E-02
-1.9080E-07,1.416390781291E-02
-1.9060E-07,1.486050357111E-02
-1.9040E-07,1.476909146644E-02
-1.9020E-07,1.398466314189E-02
-1.9000E-07,1.360286419280E-02
-1.8980E-07,1.374391905032E-02
-1.8960E-07,1.396870213561E-02
-1.8940E-07,1.457210370339E-02
-1.8920E-07,1.506346716546E-02
-1.8900E-07,1.533339518122E-02
-1.8880E-07,1.558964719065E-02
-1.8860E-07,1.593024536036E-02
-1.8840E-07,1.525061690249E-02
-1.8820E-07,1.490613278933E-02
-1.8800E-07,1.510003508069E-02
-1.8780E-07,1.530048643239E-02
-1.8760E-07,1.526797535829E-02
-1.8740E-07,1.586659830995E-02
-1.8720E-07,1.451668162830E-02
-1.8700E-07,1.369617666118E-02
-1.8680E-07,1.388771898113E-02
-1.8660E-07,1.414670581929E-02
-1.8640E-07,1.455908567645E-02
-1.8620E-07,1.390121617354E-02
-1.8600E-07,1.442063759081E-02
-1.8580E-07,1.451008227654E-02
-1.8560E-07,1.477999120019E-02
-1.8540E-07,1.368194418959E-02
-1.8520E-07,1.471398185007E-02
-1.8500E-07,1.523024561815E-02
-1.8480E-07,1.356722620316E-02
-1.8460E-07,1.248316439800E-02
-1.8440E-07,1.286745603196E-02
-1.8420E-07,1.405639546923E-02
-1.8400E-07,1.411891329102E-02
-1.8380E-07,1.394911316223E-02
-1.8360E-07,1.373356367461E-02
-1.8340E-07,1.304786718450E-02
-1.8320E-07,1.308499575593E-02
-1.8300E-07,1.311823698692E-02
-1.8280E-07,1.450678120367E-02
-1.8260E-07,1.475733491592E-02
-1.8240E-07,1.473427955993E-02
-1.8220E-07,1.350392700173E-02
-1.8200E-07,1.427591797896E-02
-1.8180E-07,1.477222443558E-02
-1.8160E-07,1.444659960456E-02
-1.8140E-07,1.406031307764E-02
-1.8120E-07,1.450430993922E-02
-1.8100E-07,1.411287412979E-02
-1.8080E-07,1.438007895835E-02
-1.8060E-07,1.515644854866E-02
-1.8040E-07,1.471272037365E-02
-1.8020E-07,1.312993160449E-02
-1.8000E-07,1.290014266036E-02
-1.7980E-07,1.336379927583E-02
-1.7960E-07,1.346269828267E-02
-1.7940E-07,1.292073001154E-02
-1.7920E-07,1.381535288878E-02
-1.7900E-07,1.511772275902E-02
-1.7880E-07,1.513317293487E-02
-1.7860E-07,1.391823050566E-02
-1.7840E-07,1.325633722357E-02
-1.7820E-07,1.235388890840E-02
-1.7800E-07,1.275753947906E-02
-1.7780E-07,1.385221882723E-02
-1.7760E-07,1.455852129497E-02
-1.7740E-07,1.367799957283E-02
-1.7720E-07,1.407274716534E-02
-1.7700E-07,1.404169128276E-02
-1.7680E-07,1.462701774202E-02
-1.7660E-07,1.464807401411E-02
-1.7640E-07,1.444626246579E-02
-1.7620E-07,1.392713953741E-02
-1.7600E-07,1.398493927903E-02
-1.7580E-07,1.451883065514E-02
-1.7560E-07,1.368233301677E-02
-1.7540E-07,1.304861689918E-02
-1.7520E-07,1.331972583197E-02
-1.7500E-07,1.391560790129E-02
-1.7480E-07,1.363873547874E-02
-1.7460E-07,1.266527148895E-02
-1.7440E-07,1.285609995015E-02
-1.7420E-07,1.403551801108E-02
-1.7400E-07,1.413675184362E-02
-1.7380E-07,1.370375622995E-02
-1.7360E-07,1.408924321644E-02
-1.7340E-07,1.419031639583E-02
-1.7320E-07,1.413645894267E-02
-1.7300E-07,1.437605890445E-02
-1.7280E-07,1.315796534531E-02
-1.7260E-07,1.373418160714E-02
-1.7240E-07,1.488109511323E-02
-1.7220E-07,1.473118617199E-02
-1.7200E-07,1.360398457386E-02
-1.7180E-07,1.342540021054E-02
-1.7160E-07,1.386656864546E-02
-1.7140E-07,1.442791447975E-02
-1.7120E-07,1.445177030750E-02
-1.7100E-07,1.406777204014E-02
-1.7080E-07,1.379831201397E-02
-1.7060E-07,1.342551010661E-02
-1.7040E-07,1.429495421238E-02
-1.7020E-07,1.385378624313E-02
-1.7000E-07,1.349502774887E-02
-1.6980E-07,1.333971946500E-02
-1.6960E-07,1.409374010749E-02
-1.6940E-07,1.444511740468E-02
-1.6920E-07,1.440149472095E-02
-1.6900E-07,1.467055567540E-02
-1.6880E-07,1.491659061052E-02
-1.6860E-07,1.556750918739E-02
-1.6840E-07,1.535996208899E-02
-1.6820E-07,1.528790240176E-02
-1.6800E-07,1.487803804688E-02
-1.6780E-07,1.453853604384E-02
-1.6760E-07,1.393805370666E-02
-1.6740E-07,1.381190932356E-02
-1.6720E-07,1.551911347546E-02
-1.6700E-07,1.555783833377E-02
-1.6680E-07,1.449289611541E-02
-1.6660E-07,1.397573920898E-02
-1.6640E-07,1.437009145506E-02
-1.6620E-07,1.554293717258E-02
-1.6600E-07,1.581899841316E-02
-1.6580E-07,1.465775464661E-02
-1.6560E-07,1.411969653331E-02
-1.6540E-07,1.357771755196E-02
-1.6520E-07,1.346875141375E-02
-1.6500E-07,1.368922294117E-02
-1.6480E-07,1.500678501092E-02
-1.6460E-07,1.595709585585E-02
-1.6440E-07,1.539403359406E-02
-1.6420E-07,1.487796959467E-02
-1.6400E-07,1.554826387204E-02
-1.6380E-07,1.432952909730E-02
-1.6360E-07,1.401114343666E-02
-1.6340E-07,1.468739305623E-02
-1.6320E-07,1.430012957193E-02
-1.6300E-07,1.475034487434E-02
-1.6280E-07,1.514355066232E-02
-1.6260E-07,1.485930728726E-02
-1.6240E-07,1.482418850996E-02
-1.6220E-07,1.490462171845E-02
-1.6200E-07,1.453937702812E-02
-1.6180E-07,1.492565843277E-02
-1.6160E-07,1.515153209679E-02
-1.6140E-07,1.417733608745E-02
-1.6120E-07,1.327838814817E-02
-1.6100E-07,1.282036649995E-02
-1.6080E-07,1.386873071082E-02
-1.6060E-07,1.484925412573E-02
-1.6040E-07,1.472998336889E-02
-1.6020E-07,1.470841533504E-02
-1.6000E-07,1.468661307357E-02
-1.5980E-07,1.512112767436E-02
-1.5960E-07,1.555509977974E-02
-1.5940E-07,1.485505812801E-02
-1.5920E-07,1.431074106134E-02
-1.5900E-07,1.485164622776E-02
-1.5880E-07,1.578394808806E-02
-1.5860E-07,1.538457368501E-02
-1.5840E-07,1.444858984090E-02
-1.5820E-07,1.480036341585E-02
