in s,C1 in V
-1.9800E-07,1.517071827315E-02
-1.9780E-07,1.540708607994E-02
-1.9760E-07,1.640000446700E-02
-1.9740E-07,1.617817553692E-02
-1.9720E-07,1.602096269838E-02
-1.9700E-07,1.605598089285E-02
-1.9680E-07,1.635823744349E-02
-1.9660E-07,1.712803329341E-02
-1.9640E-07,1.716953814961E-02
-1.9620E-07,1.705848678015E-02
-1.9600E-07,1.594788833521E-02
-1.9580E-07,1.591219865717E-02
-1.9560E-07,1.593482420780E-02
-1.9540E-07,1.765679354779E-02
-1.9520E-07,1.761568729766E-02
-1.9500E-07,1.652270854451E-02
-1.9480E-07,1.558467951603E-02
-1.9460E-07,1.604271373712E-02
-1.9440E-07,1.757290326990E-02
-1.9420E-07,1.698205732740E-02
-1.9400E-07,1.669240110554E-02
-1.9380E-07,1.685234877281E-02
-1.9360E-07,1.539733885787E-02
-1.9340E-07,1.452304628678E-02
-1.9320E-07,1.543415077962E-02
-1.9300E-07,1.636637440883E-02
-1.9280E-07,1.629947331734E-02
-1.9260E-07,1.708904114552E-02
-1.9240E-07,1.788759623654E-02
-1.9220E-07,1.572442027740E-02
-1.9200E-07,1.507778205909E-02
-1.9180E-07,1.612053691410E-02
-1.9160E-07,1.592392400838E-02
-1.9140E-07,1.608858696185E-02
-1.9120E-07,1.710373788141E-02
-1.9100E-07,1.685455181636E-02
-1.9080E-07,1.630909155123E-02
-1.9060E-07,1.591165243648E-02
-1.9040E-07,1.587484843098E-02
-1.9020E-07,1.647904721089E-02
-1.9000E-07,1.714062570594E-02
-1.8980E-07,1.631791117601E-02
-1.8960E-07,1.689072764479E-02
-1.8940E-07,1.707616281696E-02
-1.8920E-07,1.584580932744E-02
-1.8900E-07,1.491761599667E-02
-1.8880E-07,1.619992890395E-02
-1.8860E-07,1.748696594499E-02
-1.8840E-07,1.695121611468E-02
-1.8820E-07,1.579833376221E-02
-1.8800E-07,1.644654591568E-02
-1.8780E-07,1.736608446576E-02
-1.8760E-07,1.694619162939E-02
-1.8740E-07,1.681977762841E-02
-1.8720E-07,1.736709029414E-02
-1.8700E-07,1.689920128323E-02
-1.8680E-07,1.689933027141E-02
-1.8660E-07,1.654179274105E-02
-1.8640E-07,1.676508198492E-02
-1.8620E-07,1.643559449352E-02
-1.8600E-07,1.610698011704E-02
-1.8580E-07,1.587788687088E-02
-1.8560E-07,1.633382328786E-02
-1.8540E-07,1.662771004252E-02
-1.8520E-07,1.660735039972E-02
-1.8500E-07,1.606221609749E-02
-1.8480E-07,1.688863356598E-02
-1.8460E-07,1.680367599241E-02
-1.8440E-07,1.671782714315E-02
-1.8420E-07,1.716925502755E-02
-1.8400E-07,1.641096427105E-02
-1.8380E-07,1.713700099848E-02
-1.8360E-07,1.750392998569E-02
-1.8340E-07,1.599233710207E-02
-1.8320E-07,1.538594179787E-02
-1.8300E-07,1.612690390088E-02
-1.8280E-07,1.618893464096E-02
-1.8260E-07,1.631779476069E-02
-1.8240E-07,1.638206160627E-02
-1.8220E-07,1.639086819254E-02
-1.8200E-07,1.690379549749E-02
-1.8180E-07,1.676357743330E-02
-1.8160E-07,1.688498604111E-02
-1.8140E-07,1.683197795413E-02
-1.8120E-07,1.681599087082E-02
-1.8100E-07,1.765931836329E-02
-1.8080E-07,1.775470255874E-02
-1.8060E-07,1.678446886130E-02
-1.8040E-07,1.606317070313E-02
-1.8020E-07,1.678307327442E-02
-1.8000E-07,1.761273314245E-02
-1.7980E-07,1.754886210896E-02
-1.7960E-07,1.700286773033E-02
-1.7940E-07,1.666052612476E-02
-1.7920E-07,1.666390403174E-02
-1.7900E-07,1.639574646018E-02
-1.7880E-07,1.599013359286E-02
-1.7860E-07,1.626542230137E-02
-1.7840E-07,1.680952982046E-02
-1.7820E-07,1.673219186254E-02
-1.7800E-07,1.559848497622E-02
-1.7780E-07,1.548477142118E-02
