in s,C1 in V
-1.9800E-07,1.759489645250E-02
-1.9780E-07,1.675040713511E-02
-1.9760E-07,1.600653697737E-02
-1.9740E-07,1.562246094458E-02
-1.9720E-07,1.692625946365E-02
-1.9700E-07,1.724538971670E-02
-1.9680E-07,1.804156574421E-02
-1.9660E-07,1.812760598026E-02
-1.9640E-07,1.723042988218E-02
-1.9620E-07,1.634755657054E-02
-1.9600E-07,1.665646742098E-02
-1.9580E-07,1.747021750547E-02
-1.9560E-07,1.676230198704E-02
-1.9540E-07,1.669874201529E-02
-1.9520E-07,1.779656224884E-02
-1.9500E-07,1.771981335245E-02
-1.9480E-07,1.705290629528E-02
-1.9460E-07,1.754081687890E-02
-1.9440E-07,1.694505634718E-02
-1.9420E-07,1.637732396834E-02
-1.9400E-07,1.672378481366E-02
-1.9380E-07,1.706188610755E-02
-1.9360E-07,1.811071970500E-02
-1.9340E-07,1.813364001922E-02
-1.9320E-07,1.661688062362E-02
-1.9300E-07,1.618596698157E-02
-1.9280E-07,1.686976962723E-02
-1.9260E-07,1.801464679651E-02
-1.9240E-07,1.756991279311E-02
-1.9220E-07,1.709467518143E-02
-1.9200E-07,1.752536018379E-02
-1.9180E-07,1.797109489329E-02
-1.9160E-07,1.753815050237E-02
-1.9140E-07,1.641676641069E-02
-1.9120E-07,1.669318900444E-02
-1.9100E-07,1.657295712270E-02
-1.9080E-07,1.669031587429E-02
-1.9060E-07,1.597958263941E-02
-1.9040E-07,1.654111939482E-02
-1.9020E-07,1.627457068302E-02
-1.9000E-07,1.636917117052E-02
-1.8980E-07,1.683036117814E-02
-1.8960E-07,1.745412611403E-02
-1.8940E-07,1.706577437930E-02
-1.8920E-07,1.638156614266E-02
-1.8900E-07,1.622938989662E-02
-1.8880E-07,1.682073176838E-02
-1.8860E-07,1.668478521518E-02
-1.8840E-07,1.712497017346E-02
-1.8820E-07,1.787502571009E-02
-1.8800E-07,1.656902321614E-02
-1.8780E-07,1.546746744774E-02
-1.8760E-07,1.735946602188E-02
-1.8740E-07,1.773149167187E-02
-1.8720E-07,1.674781479873E-02
-1.8700E-07,1.747024963610E-02
-1.8680E-07,1.747612721287E-02
-1.8660E-07,1.686040471308E-02
-1.8640E-07,1.781151789241E-02
-1.8620E-07,1.779694688506E-02
-1.8600E-07,1.643693094142E-02
-1.8580E-07,1.643227339722E-02
-1.8560E-07,1.757047205232E-02
-1.8540E-07,1.732777823694E-02
-1.8520E-07,1.633256134577E-02
-1.8500E-07,1.791556944139E-02
-1.8480E-07,1.879119054414E-02
-1.8460E-07,1.741499845870E-02
-1.8440E-07,1.679982823320E-02
-1.8420E-07,1.760767419822E-02
-1.8400E-07,1.786558768712E-02
-1.8380E-07,1.689053905196E-02
-1.8360E-07,1.680655797012E-02
-1.8340E-07,1.742411331274E-02
-1.8320E-07,1.760445089079E-02
-1.8300E-07,1.776569402777E-02
-1.8280E-07,1.789234318770E-02
-1.8260E-07,1.735870699398E-02
-1.8240E-07,1.647274215706E-02
-1.8220E-07,1.569828131236E-02
-1.8200E-07,1.635689587332E-02
-1.8180E-07,1.696268162690E-02
-1.8160E-07,1.786521934904E-02
-1.8140E-07,1.785413009115E-02
-1.8120E-07,1.677930095233E-02
-1.8100E-07,1.718478809111E-02
-1.8080E-07,1.672383324243E-02
-1.8060E-07,1.678969916888E-02
-1.8040E-07,1.725704149343E-02
-1.8020E-07,1.694572643377E-02
-1.8000E-07,1.511145542376E-02
-1.7980E-07,1.561740805395E-02
-1.7960E-07,1.716912138276E-02
-1.7940E-07,1.783498628996E-02
-1.7920E-07,1.776486841030E-02
-1.7900E-07,1.762601193972E-02
-1.7880E-07,1.744156862609E-02
-1.7860E-07,1.752347751521E-02
-1.7840E-07,1.782839532010E-02
-1.7820E-07,1.784968907945E-02
-1.7800E-07,1.607310372405E-02
-1.7780E-07,1.567224246450E-02
-1.7760E-07,1.699984046631E-02
-1.7740E-07,1.687860555015E-02
-1.7720E-07,1.620574501343E-02
-1.7700E-07,1.695447527803E-02
-1.7680E-07,1.749184840359E-02
-1.7660E-07,1.690977924503E-02
-1.7640E-07,1.612859145738E-02
-1.7620E-07,1.580527490936E-02
-1.7600E-07,1.657164908014E-02
-1.7580E-07,1.728021233343E-02
-1.7560E-07,1.649746784009E-02
-1.7540E-07,1.605181741528E-02
-1.7520E-07,1.612446476705E-02
-1.7500E-07,1.711758292280E-02
-1.7480E-07,1.692504967563E-02
-1.7460E-07,1.559148655273E-02
-1.7440E-07,1.519508260302E-02
-1.7420E-07,1.798408637755E-02
-1.7400E-07,1.915313276462E-02
-1.7380E-07,1.834291099571E-02
-1.7360E-07,1.715327679180E-02
-1.7340E-07,1.610457963310E-02
-1.7320E-07,1.648959024809E-02
-1.7300E-07,1.731715789996E-02
-1.7280E-07,1.715107467957E-02
-1.7260E-07,1.679876000620E-02
-1.7240E-07,1.633843519725E-02
-1.7220E-07,1.632125276141E-02
-1.7200E-07,1.531151841395E-02
-1.7180E-07,1.592591936700E-02
