in s,C1 in V,C3 in V
-2.0600E-07,1.606422123499E-02,1.21061403072E-04
-2.0580E-07,1.623412334360E-02,1.29898012849E-04
-2.0560E-07,1.705935058184E-02,1.15643783240E-04
-2.0540E-07,1.687159734778E-02,1.16540774936E-04
-2.0520E-07,1.608604910783E-02,1.12118168501E-04
-2.0500E-07,1.583052166738E-02,8.96868102718E-05
-2.0480E-07,1.629451309331E-02,9.89395233337E-05
-2.0460E-07,1.594631114043E-02,1.29879712360E-04
-2.0440E-07,1.675119317137E-02,1.45551228663E-04
-2.0420E-07,1.690408513881E-02,1.45787109388E-04
-2.0400E-07,1.749675973318E-02,1.42360238126E-04
-2.0380E-07,1.852076054551E-02,1.31616663886E-04
-2.0360E-07,1.770787286572E-02,1.49570560781E-04
-2.0340E-07,1.689301543869E-02,1.46884067683E-04
-2.0320E-07,1.677390580066E-02,1.23060789658E-04
-2.0300E-07,1.734006098472E-02,8.39868600015E-05
-2.0280E-07,1.872674907558E-02,6.63500202354E-05
-2.0260E-07,1.806832077913E-02,7.51621827949E-05
-2.0240E-07,1.631749953143E-02,1.03463352891E-04
-2.0220E-07,1.685545845889E-02,1.22893861728E-04
-2.0200E-07,1.747805551626E-02,1.44235479413E-04
-2.0180E-07,1.708487999625E-02,1.28267616266E-04
-2.0160E-07,1.724664048292E-02,1.02686560014E-04
-2.0140E-07,1.645761840977E-02,1.08032514574E-04
-2.0120E-07,1.592797991820E-02,1.08788678655E-04
-2.0100E-07,1.647037566639E-02,9.90351818036E-05
-2.0080E-07,1.808168013580E-02,9.65538939927E-05
-2.0060E-07,1.770065790974E-02,8.78193920944E-05
-2.0040E-07,1.626620042138E-02,9.23700553831E-05
-2.0020E-07,1.844036272727E-02,8.92510677222E-05
-2.0000E-07,1.906961780973E-02,1.14141350379E-04
-1.9980E-07,1.788690007292E-02,1.28246603301E-04
-1.9960E-07,1.733818343841E-02,1.25064192573E-04
-1.9940E-07,1.745097358711E-02,1.07244592393E-04
-1.9920E-07,1.724778926931E-02,8.06938780006E-05
-1.9900E-07,1.743566450663E-02,7.47852532659E-05
-1.9880E-07,1.720391000621E-02,1.15776717896E-04
-1.9860E-07,1.744280169718E-02,1.40575207071E-04
-1.9840E-07,1.803200059570E-02,1.14402749343E-04
-1.9820E-07,1.719322913326E-02,8.21204895619E-05
-1.9800E-07,1.652389318682E-02,1.25308478484E-04
-1.9780E-07,1.615894419141E-02,1.19540250627E-04
-1.9760E-07,1.703363676555E-02,8.89618454967E-05
-1.9740E-07,1.783901006915E-02,9.67858282384E-05
-1.9720E-07,1.839395725168E-02,1.13775363890E-04
-1.9700E-07,1.902709967457E-02,1.31301783724E-04
-1.9680E-07,1.961667389609E-02,1.15596832940E-04
-1.9660E-07,1.824800829403E-02,7.25939327385E-05
-1.9640E-07,1.846567048691E-02,7.10482050199E-05
-1.9620E-07,1.786802914925E-02,1.08632891672E-04
-1.9600E-07,1.723347716965E-02,8.15592163708E-05
-1.9580E-07,1.708885534666E-02,6.98936444242E-05
-1.9560E-07,1.686975565739E-02,1.02273879340E-04
-1.9540E-07,1.707276069559E-02,1.38467868557E-04
-1.9520E-07,1.778103942983E-02,1.56401742017E-04
-1.9500E-07,1.757015540265E-02,1.32910096319E-04
-1.9480E-07,1.694820887409E-02,8.02774603944E-05
-1.9460E-07,1.712830803357E-02,7.87211621646E-05
-1.9440E-07,1.697251592763E-02,1.04255326325E-04
-1.9420E-07,1.694224421866E-02,1.04831174714E-04
-1.9400E-07,1.665788442828E-02,1.27743805526E-04
-1.9380E-07,1.690361202694E-02,1.06761713279E-04
-1.9360E-07,1.691583656706E-02,6.95474368986E-05
-1.9340E-07,1.677058703266E-02,5.69781444501E-05
-1.9320E-07,1.588163311593E-02,9.69074007589E-05
-1.9300E-07,1.625208296813E-02,1.08283412876E-04
-1.9280E-07,1.631355863996E-02,9.56289742608E-05
-1.9260E-07,1.766924160533E-02,8.48869483452E-05
-1.9240E-07,1.781072626822E-02,6.81859364268E-05
-1.9220E-07,1.605398739688E-02,4.80780650396E-05
-1.9200E-07,1.566564916633E-02,9.19426481705E-05
-1.9180E-07,1.627493063919E-02,7.86411033478E-05
-1.9160E-07,1.740911529399E-02,3.96671860945E-05
-1.9140E-07,1.725640307181E-02,5.54500187282E-05
-1.9120E-07,1.685262258165E-02,8.64751909394E-05
-1.9100E-07,1.594285872765E-02,7.14474280831E-05
-1.9080E-07,1.695384989493E-02,6.93985766266E-05
-1.9060E-07,1.759314370342E-02,7.18005856033E-05
-1.9040E-07,1.814620356075E-02,7.07106820773E-05
-1.9020E-07,1.873693355359E-02,4.28445094731E-05
-1.9000E-07,1.837228490971E-02,7.72648530547E-05
-1.8980E-07,1.706836718135E-02,8.83948097471E-05
-1.8960E-07,1.713351086713E-02,1.09032801585E-04
-1.8940E-07,1.709042881615E-02,9.47689327877E-05
-1.8920E-07,1.759114881046E-02,5.17517833505E-05
-1.8900E-07,1.875122050755E-02,5.45615020674E-05
-1.8880E-07,1.710659331642E-02,8.08093037922E-05
-1.8860E-07,1.646093391813E-02,7.69499961752E-05
-1.8840E-07,1.752594132908E-02,7.59028752800E-05
-1.8820E-07,1.752738208510E-02,6.30908103194E-05
-1.8800E-07,1.817002446391E-02,6.84150068555E-05
-1.8780E-07,1.770699695684E-02,7.89769499097E-05
-1.8760E-07,1.741173091345E-02,5.65882462543E-05
-1.8740E-07,1.750482591800E-02,5.46482198406E-05
-1.8720E-07,1.805302520283E-02,7.42800922599E-05
-1.8700E-07,1.770457551815E-02,6.03045609314E-05
-1.8680E-07,1.667890344746E-02,7.23737447988E-05
-1.8660E-07,1.551047918387E-02,7.45063570794E-05
