in s,C1 in V
-1.9800E-07,1.545540356077E-02
-1.9780E-07,1.563134948723E-02
-1.9760E-07,1.564410767518E-02
-1.9740E-07,1.614889056422E-02
-1.9720E-07,1.582291788422E-02
-1.9700E-07,1.548275231384E-02
-1.9680E-07,1.604356077500E-02
-1.9660E-07,1.678179503418E-02
-1.9640E-07,1.665426065214E-02
-1.9620E-07,1.515093930997E-02
-1.9600E-07,1.375604300760E-02
-1.9580E-07,1.390943742357E-02
-1.9560E-07,1.492741676979E-02
-1.9540E-07,1.473564068787E-02
-1.9520E-07,1.420854610391E-02
-1.9500E-07,1.507288330235E-02
-1.9480E-07,1.527071484365E-02
-1.9460E-07,1.453409084119E-02
-1.9440E-07,1.486487845890E-02
-1.9420E-07,1.536922362633E-02
-1.9400E-07,1.512176982127E-02
-1.9380E-07,1.461125929840E-02
-1.9360E-07,1.471385658719E-02
-1.9340E-07,1.444017441012E-02
-1.9320E-07,1.531431610696E-02
-1.9300E-07,1.535710013472E-02
-1.9280E-07,1.577993408777E-02
-1.9260E-07,1.481145826168E-02
-1.9240E-07,1.530774888583E-02
-1.9220E-07,1.591507178731E-02
-1.9200E-07,1.490098210983E-02
-1.9180E-07,1.465589898638E-02
-1.9160E-07,1.486416040920E-02
-1.9140E-07,1.446460439824E-02
-1.9120E-07,1.377222659998E-02
-1.9100E-07,1.434924100526E-02
-1.9080E-07,1.443798859604E-02
-1.9060E-07,1.492905682884E-02
-1.9040E-07,1.577641508542E-02
-1.9020E-07,1.629395010881E-02
-1.9000E-07,1.482474497519E-02
-1.8980E-07,1.416087216698E-02
-1.8960E-07,1.486007516272E-02
-1.8940E-07,1.504412871785E-02
-1.8920E-07,1.484588134103E-02
-1.8900E-07,1.662250301801E-02
-1.8880E-07,1.711339476518E-02
-1.8860E-07,1.574063926004E-02
-1.8840E-07,1.497574123554E-02
-1.8820E-07,1.480510571040E-02
-1.8800E-07,1.527380962856E-02
-1.8780E-07,1.602443560027E-02
-1.8760E-07,1.624346450903E-02
-1.8740E-07,1.578606638126E-02
-1.8720E-07,1.545219096355E-02
-1.8700E-07,1.458881163038E-02
-1.8680E-07,1.441360470839E-02
-1.8660E-07,1.538574901409E-02
-1.8640E-07,1.524052415974E-02
-1.8620E-07,1.527211508714E-02
-1.8600E-07,1.428513853811E-02
-1.8580E-07,1.442224132828E-02
-1.8560E-07,1.423865483142E-02
-1.8540E-07,1.501957206987E-02
-1.8520E-07,1.508713626303E-02
-1.8500E-07,1.492133337073E-02
-1.8480E-07,1.529617161490E-02
-1.8460E-07,1.554706479423E-02
-1.8440E-07,1.516569518484E-02
-1.8420E-07,1.481634537689E-02
-1.8400E-07,1.392980032600E-02
-1.8380E-07,1.343873907812E-02
-1.8360E-07,1.455532965250E-02
-1.8340E-07,1.543326509185E-02
-1.8320E-07,1.529212920926E-02
-1.8300E-07,1.562986309640E-02
-1.8280E-07,1.550768801011E-02
-1.8260E-07,1.440665285103E-02
-1.8240E-07,1.387320292182E-02
-1.8220E-07,1.484375094064E-02
-1.8200E-07,1.563144029118E-02
-1.8180E-07,1.488940390758E-02
-1.8160E-07,1.475066757761E-02
-1.8140E-07,1.479858924635E-02
-1.8120E-07,1.529387543909E-02
-1.8100E-07,1.591878450476E-02
-1.8080E-07,1.569882939570E-02
-1.8060E-07,1.493106382899E-02
-1.8040E-07,1.432934842072E-02
-1.8020E-07,1.406063764356E-02
-1.8000E-07,1.415298712440E-02
-1.7980E-07,1.501154174097E-02
-1.7960E-07,1.468891716562E-02
-1.7940E-07,1.578786429949E-02
-1.7920E-07,1.554578701965E-02
-1.7900E-07,1.518616286106E-02
-1.7880E-07,1.462356300093E-02
-1.7860E-07,1.437987034209E-02
-1.7840E-07,1.543358267285E-02
-1.7820E-07,1.612051269971E-02
