in s,C1 in V
-1.9800E-07,1.363267769106E-02
-1.9780E-07,1.333938837983E-02
-1.9760E-07,1.243083198555E-02
-1.9740E-07,1.351086582057E-02
-1.9720E-07,1.380172670819E-02
-1.9700E-07,1.372692753561E-02
-1.9680E-07,1.452597902156E-02
-1.9660E-07,1.560610226355E-02
-1.9640E-07,1.509518056177E-02
-1.9620E-07,1.414646693505E-02
-1.9600E-07,1.560177440755E-02
-1.9580E-07,1.504095709883E-02
-1.9560E-07,1.346251900308E-02
-1.9540E-07,1.263501328416E-02
-1.9520E-07,1.318172757514E-02
-1.9500E-07,1.400738601573E-02
-1.9480E-07,1.484579053707E-02
-1.9460E-07,1.384687117301E-02
-1.9440E-07,1.305932571180E-02
-1.9420E-07,1.357732406817E-02
-1.9400E-07,1.299455408938E-02
-1.9380E-07,1.319452953525E-02
-1.9360E-07,1.416216251440E-02
-1.9340E-07,1.520687454380E-02
-1.9320E-07,1.494726884179E-02
-1.9300E-07,1.291432437487E-02
-1.9280E-07,1.283422551118E-02
-1.9260E-07,1.423050389625E-02
-1.9240E-07,1.513481113128E-02
-1.9220E-07,1.461860929616E-02
-1.9200E-07,1.457359707914E-02
-1.9180E-07,1.470539039932E-02
-1.9160E-07,1.501720325090E-02
-1.9140E-07,1.441065940075E-02
-1.9120E-07,1.365859639831E-02
-1.9100E-07,1.411641082726E-02
-1.9080E-07,1.434756834991E-02
-1.9060E-07,1.415367676876E-02
-1.9040E-07,1.401506802998E-02
-1.9020E-07,1.329537547193E-02
-1.9000E-07,1.430165042169E-02
-1.8980E-07,1.468605055474E-02
-1.8960E-07,1.405101615004E-02
-1.8940E-07,1.364066052251E-02
-1.8920E-07,1.391875716858E-02
-1.8900E-07,1.426906158216E-02
-1.8880E-07,1.465164237656E-02
-1.8860E-07,1.535792482086E-02
-1.8840E-07,1.553072101437E-02
-1.8820E-07,1.484206943773E-02
-1.8800E-07,1.496129642241E-02
-1.8780E-07,1.503400896676E-02
-1.8760E-07,1.446731035598E-02
-1.8740E-07,1.280663321726E-02
-1.8720E-07,1.274210467003E-02
-1.8700E-07,1.281768708490E-02
-1.8680E-07,1.228550096042E-02
-1.8660E-07,1.311935084872E-02
-1.8640E-07,1.440145094879E-02
-1.8620E-07,1.451591189019E-02
-1.8600E-07,1.475631791167E-02
-1.8580E-07,1.374842339195E-02
-1.8560E-07,1.446176758967E-02
-1.8540E-07,1.491635731421E-02
-1.8520E-07,1.442016634159E-02
-1.8500E-07,1.456459817477E-02
-1.8480E-07,1.484792280011E-02
-1.8460E-07,1.577687702142E-02
-1.8440E-07,1.516468330286E-02
-1.8420E-07,1.291378001682E-02
-1.8400E-07,1.306547570042E-02
-1.8380E-07,1.448094119318E-02
-1.8360E-07,1.515250020660E-02
-1.8340E-07,1.401687200181E-02
-1.8320E-07,1.354750218801E-02
-1.8300E-07,1.234210814349E-02
-1.8280E-07,1.304856334813E-02
-1.8260E-07,1.424795036204E-02
-1.8240E-07,1.486879513599E-02
-1.8220E-07,1.489434643649E-02
-1.8200E-07,1.458781138994E-02
-1.8180E-07,1.422586218454E-02
-1.8160E-07,1.435216489248E-02
-1.8140E-07,1.448273352347E-02
-1.8120E-07,1.409683722071E-02
-1.8100E-07,1.389239608310E-02
-1.8080E-07,1.281471942551E-02
-1.8060E-07,1.251973976381E-02
-1.8040E-07,1.339041228406E-02
-1.8020E-07,1.496534860693E-02
-1.8000E-07,1.408604226075E-02
-1.7980E-07,1.442514239810E-02
-1.7960E-07,1.452787938528E-02
-1.7940E-07,1.386104916222E-02
-1.7920E-07,1.420835425146E-02
-1.7900E-07,1.469913423993E-02
-1.7880E-07,1.532636183314E-02
-1.7860E-07,1.409606375732E-02
-1.7840E-07,1.363608493470E-02
-1.7820E-07,1.350041079335E-02
-1.7800E-07,1.452283301391E-02
-1.7780E-07,1.450205101632E-02
-1.7760E-07,1.342937928624E-02
-1.7740E-07,1.363106789999E-02
-1.7720E-07,1.460708837025E-02
-1.7700E-07,1.479371842928E-02
-1.7680E-07,1.466296260245E-02
-1.7660E-07,1.429987206124E-02
-1.7640E-07,1.348287398927E-02
-1.7620E-07,1.351611522026E-02
-1.7600E-07,1.297065029852E-02
-1.7580E-07,1.335970145650E-02
-1.7560E-07,1.346247523092E-02
-1.7540E-07,1.332000755705E-02
-1.7520E-07,1.419125284068E-02
-1.7500E-07,1.343546780758E-02
-1.7480E-07,1.320772917010E-02
-1.7460E-07,1.341823042370E-02
-1.7440E-07,1.348300716840E-02
-1.7420E-07,1.379401489161E-02
-1.7400E-07,1.407953231595E-02
-1.7380E-07,1.398792835884E-02
-1.7360E-07,1.474159323610E-02
-1.7340E-07,1.478927974589E-02
-1.7320E-07,1.449961793609E-02
-1.7300E-07,1.561104944907E-02
-1.7280E-07,1.672050190158E-02
-1.7260E-07,1.386572905816E-02
-1.7240E-07,1.240709350444E-02
-1.7220E-07,1.335744346492E-02
-1.7200E-07,1.417437261902E-02
-1.7180E-07,1.408560360782E-02
-1.7160E-07,1.426993423142E-02
-1.7140E-07,1.478098818101E-02
-1.7120E-07,1.454056912102E-02
-1.7100E-07,1.414769814350E-02
-1.7080E-07,1.467014868744E-02
-1.7060E-07,1.399394423701E-02
-1.7040E-07,1.445269883610E-02
-1.7020E-07,1.406645282172E-02
-1.7000E-07,1.332575940527E-02
-1.6980E-07,1.349412064068E-02
-1.6960E-07,1.468274761923E-02
-1.6940E-07,1.391911852173E-02
-1.6920E-07,1.305180667900E-02
-1.6900E-07,1.348052146845E-02
-1.6880E-07,1.460742644034E-02
-1.6860E-07,1.444610507227E-02
-1.6840E-07,1.301365644671E-02
-1.6820E-07,1.320367791690E-02
-1.6800E-07,1.400480206124E-02
-1.6780E-07,1.380936215632E-02
-1.6760E-07,1.278594435193E-02
-1.6740E-07,1.269196365960E-02
-1.6720E-07,1.370856371708E-02
-1.6700E-07,1.474715742283E-02
-1.6680E-07,1.433183412068E-02
-1.6660E-07,1.392587526701E-02
-1.6640E-07,1.427765210159E-02
-1.6620E-07,1.425336414017E-02
-1.6600E-07,1.438506619073E-02
-1.6580E-07,1.396888188086E-02
-1.6560E-07,1.410458396189E-02
-1.6540E-07,1.318211826496E-02
-1.6520E-07,1.259053005837E-02
-1.6500E-07,1.312419698574E-02
-1.6480E-07,1.322979732417E-02
-1.6460E-07,1.338495939039E-02
-1.6440E-07,1.370765614323E-02
-1.6420E-07,1.374256397597E-02
-1.6400E-07,1.457362222485E-02
-1.6380E-07,1.438448597677E-02
-1.6360E-07,1.476986586116E-02
-1.6340E-07,1.466255980544E-02
-1.6320E-07,1.385168005712E-02
-1.6300E-07,1.390830353834E-02
-1.6280E-07,1.360328235663E-02
-1.6260E-07,1.411232697777E-02
-1.6240E-07,1.507464489900E-02
-1.6220E-07,1.467454685830E-02
-1.6200E-07,1.493058093823E-02
-1.6180E-07,1.528060455807E-02
-1.6160E-07,1.512868256308E-02
-1.6140E-07,1.517958213575E-02
-1.6120E-07,1.478017560206E-02
-1.6100E-07,1.367201582529E-02
-1.6080E-07,1.371328691952E-02
-1.6060E-07,1.406083648093E-02
-1.6040E-07,1.364545590244E-02
-1.6020E-07,1.310592024587E-02
-1.6000E-07,1.348156920634E-02
-1.5980E-07,1.328290133737E-02
-1.5960E-07,1.280464717187E-02
-1.5940E-07,1.322637983598E-02
-1.5920E-07,1.455435455777E-02
-1.5900E-07,1.437518159859E-02
-1.5880E-07,1.490403824486E-02
-1.5860E-07,1.556630498730E-02
-1.5840E-07,1.462827828713E-02
-1.5820E-07,1.288714279421E-02
-1.5800E-07,1.261984483339E-02
-1.5780E-07,1.467402392067E-02
-1.5760E-07,1.460262221284E-02
-1.5740E-07,1.406890965067E-02
-1.5720E-07,1.416640748270E-02
-1.5700E-07,1.396181034856E-02
-1.5680E-07,1.484324802645E-02
-1.5660E-07,1.537396685220E-02
-1.5640E-07,1.551476000808E-02
-1.5620E-07,1.411836008541E-02
-1.5600E-07,1.296039084904E-02
-1.5580E-07,1.383190342225E-02
-1.5560E-07,1.409464814700E-02
-1.5540E-07,1.404019976966E-02
-1.5520E-07,1.340666060336E-02
-1.5500E-07,1.509856452234E-02
-1.5480E-07,1.540174541064E-02
-1.5460E-07,1.484574397095E-02
-1.5440E-07,1.478306503035E-02
-1.5420E-07,1.376547451131E-02
-1.5400E-07,1.275714878924E-02
-1.5380E-07,1.249143035151E-02
-1.5360E-07,1.377321287058E-02
-1.5340E-07,1.426349553280E-02
-1.5320E-07,1.472837404348E-02
-1.5300E-07,1.438688599505E-02
-1.5280E-07,1.468923055567E-02
-1.5260E-07,1.480036993511E-02
-1.5240E-07,1.553584189154E-02
-1.5220E-07,1.454185760580E-02
-1.5200E-07,1.507195337675E-02
-1.5180E-07,1.513118782081E-02
-1.5160E-07,1.403775085695E-02
-1.5140E-07,1.363546933047E-02
