in s,C1 in V
-1.9800E-07,1.700098459609E-02
-1.9780E-07,1.631246154197E-02
-1.9760E-07,1.601447603665E-02
-1.9740E-07,1.483910410665E-02
-1.9720E-07,1.534626699053E-02
-1.9700E-07,1.588720661588E-02
-1.9680E-07,1.502860822715E-02
-1.9660E-07,1.559528262354E-02
-1.9640E-07,1.623399063013E-02
-1.9620E-07,1.611035336740E-02
-1.9600E-07,1.641383134760E-02
-1.9580E-07,1.628702619113E-02
-1.9560E-07,1.487676632591E-02
-1.9540E-07,1.447455092333E-02
-1.9520E-07,1.512510023080E-02
-1.9500E-07,1.561782156117E-02
-1.9480E-07,1.544967918657E-02
-1.9460E-07,1.558072092943E-02
-1.9440E-07,1.555014467798E-02
-1.9420E-07,1.528573893942E-02
-1.9400E-07,1.521589021198E-02
-1.9380E-07,1.532649268396E-02
-1.9360E-07,1.689895541407E-02
-1.9340E-07,1.732756775804E-02
-1.9320E-07,1.733420296572E-02
-1.9300E-07,1.685490339063E-02
-1.9280E-07,1.651791595854E-02
-1.9260E-07,1.691617370583E-02
-1.9240E-07,1.600655839778E-02
-1.9220E-07,1.656379290856E-02
-1.9200E-07,1.632152517326E-02
-1.9180E-07,1.595832194202E-02
-1.9160E-07,1.520785476081E-02
-1.9140E-07,1.548360168003E-02
-1.9120E-07,1.546224552207E-02
-1.9100E-07,1.546069393866E-02
-1.9080E-07,1.599210101180E-02
-1.9060E-07,1.801461000927E-02
-1.9040E-07,1.746834787540E-02
-1.9020E-07,1.612213878892E-02
-1.9000E-07,1.563975094818E-02
-1.8980E-07,1.526209871285E-02
-1.8960E-07,1.539369272999E-02
-1.8940E-07,1.540033957921E-02
-1.8920E-07,1.501572105102E-02
-1.8900E-07,1.453728667460E-02
-1.8880E-07,1.521607181989E-02
-1.8860E-07,1.529086167924E-02
-1.8840E-07,1.549793892540E-02
-1.8820E-07,1.519580903463E-02
-1.8800E-07,1.483948082663E-02
-1.8780E-07,1.512779734097E-02
-1.8760E-07,1.601632657461E-02
-1.8740E-07,1.633522353135E-02
-1.8720E-07,1.638616501354E-02
-1.8700E-07,1.544570942409E-02
-1.8680E-07,1.578620887361E-02
-1.8660E-07,1.586655220948E-02
-1.8640E-07,1.599206981249E-02
-1.8620E-07,1.679524379782E-02
-1.8600E-07,1.628546063788E-02
-1.8580E-07,1.579211159609E-02
-1.8560E-07,1.636948316358E-02
-1.8540E-07,1.694068332203E-02
-1.8520E-07,1.493537073024E-02
-1.8500E-07,1.387891751714E-02
-1.8480E-07,1.526851040311E-02
-1.8460E-07,1.564432700165E-02
-1.8440E-07,1.586088324897E-02
-1.8420E-07,1.694295714609E-02
-1.8400E-07,1.555139870383E-02
-1.8380E-07,1.468318114988E-02
-1.8360E-07,1.552310000174E-02
-1.8340E-07,1.511389176361E-02
-1.8320E-07,1.447129362263E-02
-1.8300E-07,1.563670645468E-02
-1.8280E-07,1.611789801158E-02
-1.8260E-07,1.737334924750E-02
-1.8240E-07,1.693144134246E-02
-1.8220E-07,1.473342553712E-02
-1.8200E-07,1.444677096792E-02
-1.8180E-07,1.576170065440E-02
-1.8160E-07,1.699289792217E-02
-1.8140E-07,1.623350820504E-02
-1.8120E-07,1.550700441934E-02
-1.8100E-07,1.524823364802E-02
-1.8080E-07,1.641966794617E-02
-1.8060E-07,1.681313729845E-02
-1.8040E-07,1.569395438768E-02
-1.8020E-07,1.567258612253E-02
-1.8000E-07,1.616755799390E-02
-1.7980E-07,1.575122467242E-02
-1.7960E-07,1.538265190087E-02
-1.7940E-07,1.528470051475E-02
-1.7920E-07,1.438750951551E-02
-1.7900E-07,1.541970084421E-02
-1.7880E-07,1.581085027195E-02
-1.7860E-07,1.583999461494E-02
-1.7840E-07,1.744877380319E-02
-1.7820E-07,1.833879361860E-02
-1.7800E-07,1.743891528808E-02
-1.7780E-07,1.633280581795E-02
-1.7760E-07,1.466512746178E-02
-1.7740E-07,1.351546376012E-02
-1.7720E-07,1.463644086383E-02
-1.7700E-07,1.571293753572E-02
-1.7680E-07,1.557755489834E-02
-1.7660E-07,1.610790631734E-02
-1.7640E-07,1.521148924716E-02
-1.7620E-07,1.445387043990E-02
-1.7600E-07,1.497753403150E-02
-1.7580E-07,1.624129918404E-02
-1.7560E-07,1.628724551760E-02
-1.7540E-07,1.541916719638E-02
-1.7520E-07,1.562997764908E-02
-1.7500E-07,1.561037982814E-02
-1.7480E-07,1.571647143923E-02
-1.7460E-07,1.677425644360E-02
-1.7440E-07,1.641973779537E-02
-1.7420E-07,1.461423347704E-02
-1.7400E-07,1.585899312980E-02
-1.7380E-07,1.734426870011E-02
-1.7360E-07,1.701164544560E-02
-1.7340E-07,1.619934170507E-02
-1.7320E-07,1.570250253193E-02
-1.7300E-07,1.584439977072E-02
-1.7280E-07,1.606003726833E-02
-1.7260E-07,1.518803668208E-02
-1.7240E-07,1.535491245799E-02
-1.7220E-07,1.578640212305E-02
-1.7200E-07,1.543375589885E-02
-1.7180E-07,1.621440258808E-02
-1.7160E-07,1.622364829294E-02
-1.7140E-07,1.671574982814E-02
-1.7120E-07,1.649734397419E-02
-1.7100E-07,1.540205367841E-02
-1.7080E-07,1.539131413214E-02
-1.7060E-07,1.582677355967E-02
-1.7040E-07,1.502600331791E-02
-1.7020E-07,1.550865751691E-02
-1.7000E-07,1.690709889866E-02
-1.6980E-07,1.724592476152E-02
-1.6960E-07,1.608120995574E-02
-1.6940E-07,1.529202024452E-02
-1.6920E-07,1.504473919980E-02
-1.6900E-07,1.538851457648E-02
-1.6880E-07,1.546833544038E-02
-1.6860E-07,1.647461644374E-02
-1.6840E-07,1.563769132830E-02
-1.6820E-07,1.494656895287E-02
-1.6800E-07,1.561277239583E-02
-1.6780E-07,1.695953329094E-02
-1.6760E-07,1.764880931936E-02
-1.6740E-07,1.765894350596E-02
-1.6720E-07,1.638967703097E-02
-1.6700E-07,1.553735389374E-02
-1.6680E-07,1.668530861847E-02
-1.6660E-07,1.686246014200E-02
-1.6640E-07,1.638131515123E-02
-1.6620E-07,1.611777461134E-02
-1.6600E-07,1.565413382836E-02
-1.6580E-07,1.587834508158E-02
-1.6560E-07,1.612199350260E-02
-1.6540E-07,1.701132134534E-02
-1.6520E-07,1.645725565962E-02
-1.6500E-07,1.495058574714E-02
-1.6480E-07,1.483293781988E-02
-1.6460E-07,1.590322070755E-02
-1.6440E-07,1.667544498108E-02
-1.6420E-07,1.799645154737E-02
-1.6400E-07,1.733054659329E-02
-1.6380E-07,1.626896412112E-02
-1.6360E-07,1.543681296520E-02
-1.6340E-07,1.433637012728E-02
-1.6320E-07,1.406717552803E-02
-1.6300E-07,1.510093008168E-02
-1.6280E-07,1.580085904337E-02
-1.6260E-07,1.586130979471E-02
-1.6240E-07,1.633675043471E-02
-1.6220E-07,1.559920954518E-02
-1.6200E-07,1.606938215904E-02
-1.6180E-07,1.677417169325E-02
-1.6160E-07,1.652179677971E-02
-1.6140E-07,1.562872269191E-02
-1.6120E-07,1.566166869365E-02
-1.6100E-07,1.620792244561E-02
-1.6080E-07,1.633082442917E-02
-1.6060E-07,1.658921242692E-02
-1.6040E-07,1.604523529299E-02
-1.6020E-07,1.580400691368E-02
-1.6000E-07,1.586015728302E-02
-1.5980E-07,1.606188268401E-02
-1.5960E-07,1.571898042224E-02
-1.5940E-07,1.616282547824E-02
-1.5920E-07,1.575629246421E-02
-1.5900E-07,1.651404677890E-02
-1.5880E-07,1.550822817720E-02
