in s,C1 in V
-1.9800E-07,1.559581301175E-02
-1.9780E-07,1.582520800643E-02
-1.9760E-07,1.528310096823E-02
-1.9740E-07,1.477454342879E-02
-1.9720E-07,1.405019798316E-02
-1.9700E-07,1.460904321633E-02
-1.9680E-07,1.552390047349E-02
-1.9660E-07,1.510170820169E-02
-1.9640E-07,1.461947961710E-02
-1.9620E-07,1.430169885047E-02
-1.9600E-07,1.466501756571E-02
-1.9580E-07,1.533531556837E-02
-1.9560E-07,1.556160273962E-02
-1.9540E-07,1.560599236749E-02
-1.9520E-07,1.516175848432E-02
-1.9500E-07,1.509836242534E-02
-1.9480E-07,1.545934771188E-02
-1.9460E-07,1.565058222972E-02
-1.9440E-07,1.471045865677E-02
-1.9420E-07,1.502189897932E-02
-1.9400E-07,1.513602976687E-02
-1.9380E-07,1.522363695316E-02
-1.9360E-07,1.573413397185E-02
-1.9340E-07,1.607901948504E-02
-1.9320E-07,1.485794988461E-02
-1.9300E-07,1.471595206298E-02
-1.9280E-07,1.450083517469E-02
-1.9260E-07,1.450051712804E-02
-1.9240E-07,1.570817195810E-02
-1.9220E-07,1.652617073618E-02
-1.9200E-07,1.590199974366E-02
-1.9180E-07,1.570557356812E-02
-1.9160E-07,1.541574691422E-02
-1.9140E-07,1.537094284780E-02
-1.9120E-07,1.552688629366E-02
-1.9100E-07,1.490772721358E-02
-1.9080E-07,1.516594151966E-02
-1.9060E-07,1.441582172178E-02
-1.9040E-07,1.456025308929E-02
-1.9020E-07,1.524546156637E-02
-1.9000E-07,1.529283328913E-02
-1.8980E-07,1.460904601030E-02
-1.8960E-07,1.502162656747E-02
-1.8940E-07,1.638155776076E-02
-1.8920E-07,1.591706295498E-02
-1.8900E-07,1.558545391075E-02
-1.8880E-07,1.487464756705E-02
-1.8860E-07,1.556535596959E-02
-1.8840E-07,1.526506124996E-02
-1.8820E-07,1.461846820079E-02
-1.8800E-07,1.543952264823E-02
-1.8780E-07,1.511189966463E-02
-1.8760E-07,1.453311388381E-02
-1.8740E-07,1.529978188686E-02
-1.8720E-07,1.460301010869E-02
-1.8700E-07,1.449475829490E-02
-1.8680E-07,1.542531392537E-02
-1.8660E-07,1.529138228856E-02
-1.8640E-07,1.589099756442E-02
-1.8620E-07,1.679910133593E-02
-1.8600E-07,1.661288385279E-02
-1.8580E-07,1.422693506815E-02
-1.8560E-07,1.394043696113E-02
-1.8540E-07,1.577214124612E-02
-1.8520E-07,1.559648030438E-02
-1.8500E-07,1.463683434762E-02
-1.8480E-07,1.416797582991E-02
-1.8460E-07,1.508596605621E-02
-1.8440E-07,1.564791864715E-02
-1.8420E-07,1.578536835499E-02
-1.8400E-07,1.533896216191E-02
-1.8380E-07,1.635986912064E-02
-1.8360E-07,1.660589055158E-02
-1.8340E-07,1.621930087917E-02
-1.8320E-07,1.460196516477E-02
-1.8300E-07,1.432704153471E-02
-1.8280E-07,1.344435029663E-02
-1.8260E-07,1.375899297185E-02
-1.8240E-07,1.444131202064E-02
-1.8220E-07,1.567868349142E-02
-1.8200E-07,1.580689121969E-02
-1.8180E-07,1.572129429318E-02
-1.8160E-07,1.550713340752E-02
-1.8140E-07,1.575400746427E-02
-1.8120E-07,1.567753237672E-02
-1.8100E-07,1.517413483001E-02
-1.8080E-07,1.434832598083E-02
-1.8060E-07,1.537011071108E-02
-1.8040E-07,1.458532755263E-02
-1.8020E-07,1.485405323096E-02
-1.8000E-07,1.603008686565E-02
-1.7980E-07,1.484734724276E-02
-1.7960E-07,1.459745896049E-02
-1.7940E-07,1.493545920588E-02
-1.7920E-07,1.439542389475E-02
-1.7900E-07,1.284746239893E-02
-1.7880E-07,1.444637701847E-02
-1.7860E-07,1.523898934014E-02
-1.7840E-07,1.467706329189E-02
-1.7820E-07,1.459848574363E-02
-1.7800E-07,1.515861201100E-02
-1.7780E-07,1.583196195774E-02
-1.7760E-07,1.486273129471E-02
-1.7740E-07,1.455231682397E-02
-1.7720E-07,1.475289204158E-02
-1.7700E-07,1.552379616536E-02
-1.7680E-07,1.546417615376E-02
-1.7660E-07,1.606904455461E-02
-1.7640E-07,1.605433617718E-02
-1.7620E-07,1.524763713591E-02
-1.7600E-07,1.348053590395E-02
-1.7580E-07,1.374318796210E-02
-1.7560E-07,1.347799804993E-02
-1.7540E-07,1.337706503458E-02
-1.7520E-07,1.454672935419E-02
-1.7500E-07,1.587231104262E-02
-1.7480E-07,1.569735790603E-02
-1.7460E-07,1.515998617746E-02
-1.7440E-07,1.400075267069E-02
-1.7420E-07,1.445523436181E-02
-1.7400E-07,1.472297144122E-02
-1.7380E-07,1.457500058226E-02
-1.7360E-07,1.464864444919E-02
-1.7340E-07,1.469685343094E-02
-1.7320E-07,1.426949744113E-02
-1.7300E-07,1.375233401544E-02
-1.7280E-07,1.506643948145E-02
-1.7260E-07,1.563313203864E-02
-1.7240E-07,1.497956664301E-02
-1.7220E-07,1.579776658677E-02
-1.7200E-07,1.534660599194E-02
-1.7180E-07,1.390342666768E-02
-1.7160E-07,1.424469445832E-02
-1.7140E-07,1.514296206646E-02
-1.7120E-07,1.592157102190E-02
-1.7100E-07,1.464305511676E-02
-1.7080E-07,1.500934056006E-02
