in s,C1 in V
-1.9800E-07,1.388323326595E-02
-1.9780E-07,1.463467740454E-02
-1.9760E-07,1.493946109898E-02
-1.9740E-07,1.535737673752E-02
-1.9720E-07,1.449831967242E-02
-1.9700E-07,1.486420650966E-02
-1.9680E-07,1.515241731890E-02
-1.9660E-07,1.477387147956E-02
-1.9640E-07,1.345073125325E-02
-1.9620E-07,1.388701164164E-02
-1.9600E-07,1.428115806542E-02
-1.9580E-07,1.503175004385E-02
-1.9560E-07,1.558153071441E-02
-1.9540E-07,1.579784528352E-02
-1.9520E-07,1.405466740020E-02
-1.9500E-07,1.325798007660E-02
-1.9480E-07,1.461878019385E-02
-1.9460E-07,1.429237165488E-02
-1.9440E-07,1.311926051043E-02
-1.9420E-07,1.386764292605E-02
-1.9400E-07,1.413025354035E-02
-1.9380E-07,1.305389144458E-02
-1.9360E-07,1.281647170894E-02
-1.9340E-07,1.364104515873E-02
-1.9320E-07,1.366153192706E-02
-1.9300E-07,1.386054485105E-02
-1.9280E-07,1.425462934189E-02
-1.9260E-07,1.341706254520E-02
-1.9240E-07,1.315034898929E-02
-1.9220E-07,1.451602271758E-02
-1.9200E-07,1.542681568302E-02
-1.9180E-07,1.415577177890E-02
-1.9160E-07,1.379167121835E-02
-1.9140E-07,1.419880353846E-02
-1.9120E-07,1.506281849928E-02
-1.9100E-07,1.465957724489E-02
-1.9080E-07,1.396377869882E-02
-1.9060E-07,1.311640833504E-02
-1.9040E-07,1.253390331753E-02
-1.9020E-07,1.361133084632E-02
-1.9000E-07,1.420969628729E-02
-1.8980E-07,1.291823267005E-02
-1.8960E-07,1.313077910803E-02
-1.8940E-07,1.468322957866E-02
-1.8920E-07,1.523762774654E-02
-1.8900E-07,1.493276954629E-02
-1.8880E-07,1.493890370242E-02
-1.8860E-07,1.450510109775E-02
-1.8840E-07,1.296899533831E-02
-1.8820E-07,1.431255620904E-02
-1.8800E-07,1.474823775701E-02
-1.8780E-07,1.431222186424E-02
-1.8760E-07,1.402739594690E-02
-1.8740E-07,1.516234940849E-02
-1.8720E-07,1.598592308350E-02
-1.8700E-07,1.485573939048E-02
-1.8680E-07,1.421669191681E-02
-1.8660E-07,1.432451811619E-02
-1.8640E-07,1.396897734143E-02
-1.8620E-07,1.395921428688E-02
-1.8600E-07,1.470182948746E-02
-1.8580E-07,1.489754599519E-02
-1.8560E-07,1.498982050456E-02
-1.8540E-07,1.413941682316E-02
-1.8520E-07,1.368824458681E-02
-1.8500E-07,1.346389177255E-02
-1.8480E-07,1.278778511099E-02
-1.8460E-07,1.341899317689E-02
-1.8440E-07,1.512290044688E-02
-1.8420E-07,1.478471859358E-02
-1.8400E-07,1.438174276613E-02
-1.8380E-07,1.444617166184E-02
-1.8360E-07,1.485262365080E-02
-1.8340E-07,1.455495339818E-02
-1.8320E-07,1.428844147362E-02
-1.8300E-07,1.365320730023E-02
-1.8280E-07,1.356015187688E-02
-1.8260E-07,1.513084416278E-02
-1.8240E-07,1.543117706664E-02
-1.8220E-07,1.409766097553E-02
-1.8200E-07,1.443344234489E-02
-1.8180E-07,1.463797242381E-02
-1.8160E-07,1.545939055271E-02
-1.8140E-07,1.640300891362E-02
-1.8120E-07,1.631761222146E-02
-1.8100E-07,1.476640553214E-02
-1.8080E-07,1.387273632921E-02
-1.8060E-07,1.424477688037E-02
-1.8040E-07,1.412367141806E-02
-1.8020E-07,1.335591469891E-02
-1.8000E-07,1.363159689121E-02
-1.7980E-07,1.340783174150E-02
-1.7960E-07,1.330114408396E-02
-1.7940E-07,1.357354522683E-02
-1.7920E-07,1.379999957047E-02
-1.7900E-07,1.484081494622E-02
-1.7880E-07,1.490594093688E-02
-1.7860E-07,1.377830347978E-02
-1.7840E-07,1.290876344778E-02
-1.7820E-07,1.363218781538E-02
-1.7800E-07,1.387313120998E-02
-1.7780E-07,1.373421560042E-02
-1.7760E-07,1.320185112767E-02
-1.7740E-07,1.300128801726E-02
-1.7720E-07,1.275845403783E-02
-1.7700E-07,1.431728499942E-02
-1.7680E-07,1.534863487817E-02
-1.7660E-07,1.569242748432E-02
-1.7640E-07,1.500286879949E-02
-1.7620E-07,1.419384610839E-02
-1.7600E-07,1.354536247440E-02
-1.7580E-07,1.442632331513E-02
-1.7560E-07,1.528463345952E-02
-1.7540E-07,1.567391651683E-02
-1.7520E-07,1.429538727738E-02
-1.7500E-07,1.352117416449E-02
-1.7480E-07,1.362866601907E-02
-1.7460E-07,1.269292385317E-02
-1.7440E-07,1.347028809600E-02
-1.7420E-07,1.470214241184E-02
-1.7400E-07,1.484769928269E-02
-1.7380E-07,1.546429303475E-02
-1.7360E-07,1.550505981781E-02
-1.7340E-07,1.363232378848E-02
-1.7320E-07,1.296617063694E-02
-1.7300E-07,1.346724639647E-02
-1.7280E-07,1.513503744267E-02
-1.7260E-07,1.504443139769E-02
-1.7240E-07,1.490622079931E-02
-1.7220E-07,1.397994087078E-02
-1.7200E-07,1.345350426622E-02
-1.7180E-07,1.356189903803E-02
-1.7160E-07,1.338501713239E-02
-1.7140E-07,1.380452859215E-02
-1.7120E-07,1.423554328270E-02
-1.7100E-07,1.519356408156E-02
-1.7080E-07,1.579167108051E-02
-1.7060E-07,1.565212403424E-02
-1.7040E-07,1.540447930805E-02
-1.7020E-07,1.504721698351E-02
-1.7000E-07,1.411414305679E-02
-1.6980E-07,1.362541896291E-02
-1.6960E-07,1.381275775842E-02
-1.6940E-07,1.428733971901E-02
-1.6920E-07,1.461923933588E-02
-1.6900E-07,1.423228318803E-02
-1.6880E-07,1.335805441253E-02
-1.6860E-07,1.469031834044E-02
-1.6840E-07,1.543924883939E-02
-1.6820E-07,1.400318388827E-02
-1.6800E-07,1.348660440184E-02
-1.6780E-07,1.323178942315E-02
-1.6760E-07,1.323671751656E-02
-1.6740E-07,1.376763424836E-02
-1.6720E-07,1.302538552321E-02
-1.6700E-07,1.360248607583E-02
-1.6680E-07,1.433862066828E-02
-1.6660E-07,1.381390281953E-02
-1.6640E-07,1.450309409760E-02
-1.6620E-07,1.436640481465E-02
-1.6600E-07,1.327990620397E-02
-1.6580E-07,1.267371299677E-02
-1.6560E-07,1.302323044278E-02
-1.6540E-07,1.372944676317E-02
-1.6520E-07,1.418924770318E-02
-1.6500E-07,1.531688469462E-02
-1.6480E-07,1.642856673338E-02
-1.6460E-07,1.495173825882E-02
-1.6440E-07,1.275144397281E-02
-1.6420E-07,1.290383395739E-02
-1.6400E-07,1.433929680847E-02
-1.6380E-07,1.432963526808E-02
-1.6360E-07,1.329359990545E-02
-1.6340E-07,1.379854763858E-02
-1.6320E-07,1.477672179230E-02
-1.6300E-07,1.488646511920E-02
-1.6280E-07,1.378084831871E-02
-1.6260E-07,1.389337909408E-02
-1.6240E-07,1.477986081503E-02
-1.6220E-07,1.431712667458E-02
-1.6200E-07,1.355372994207E-02
-1.6180E-07,1.400603699498E-02
-1.6160E-07,1.490392648615E-02
-1.6140E-07,1.492838348262E-02
-1.6120E-07,1.503599454649E-02
-1.6100E-07,1.369652963243E-02
-1.6080E-07,1.368630324490E-02
-1.6060E-07,1.403933876194E-02
-1.6040E-07,1.381933382712E-02
-1.6020E-07,1.391687263735E-02
-1.6000E-07,1.490593581460E-02
-1.5980E-07,1.508272179402E-02
-1.5960E-07,1.492072754540E-02
-1.5940E-07,1.502760938369E-02
-1.5920E-07,1.541198995896E-02
-1.5900E-07,1.462488687597E-02
-1.5880E-07,1.424198244698E-02
-1.5860E-07,1.436717967503E-02
-1.5840E-07,1.436120803468E-02
-1.5820E-07,1.412909823470E-02
-1.5800E-07,1.470287629403E-02
-1.5780E-07,1.410017414950E-02
-1.5760E-07,1.411381755955E-02
-1.5740E-07,1.476211073808E-02
-1.5720E-07,1.381657478400E-02
-1.5700E-07,1.371292836033E-02
-1.5680E-07,1.395230480470E-02
-1.5660E-07,1.362563409843E-02
-1.5640E-07,1.484733699821E-02
-1.5620E-07,1.544026677497E-02
-1.5600E-07,1.499330039136E-02
-1.5580E-07,1.520147613250E-02
-1.5560E-07,1.399383247830E-02
-1.5540E-07,1.389797098003E-02
-1.5520E-07,1.432060656138E-02
-1.5500E-07,1.634280589409E-02
-1.5480E-07,1.606247407384E-02
-1.5460E-07,1.537052514963E-02
-1.5440E-07,1.471334715374E-02
-1.5420E-07,1.556867380626E-02
-1.5400E-07,1.530886693858E-02
-1.5380E-07,1.395046311431E-02
-1.5360E-07,1.407705453224E-02
-1.5340E-07,1.368385153823E-02
-1.5320E-07,1.487027733587E-02
-1.5300E-07,1.489358554594E-02
-1.5280E-07,1.450377815403E-02
-1.5260E-07,1.343660308979E-02
-1.5240E-07,1.379512689076E-02
-1.5220E-07,1.401135531254E-02
-1.5200E-07,1.446724376641E-02
-1.5180E-07,1.527086059563E-02
-1.5160E-07,1.510076477192E-02
-1.5140E-07,1.315695811994E-02
-1.5120E-07,1.262141923420E-02
-1.5100E-07,1.370146471076E-02
-1.5080E-07,1.493283520453E-02
-1.5060E-07,1.506733122282E-02
-1.5040E-07,1.453698772006E-02
-1.5020E-07,1.392915678211E-02
-1.5000E-07,1.331536258571E-02
-1.4980E-07,1.430936410092E-02
-1.4960E-07,1.489735600539E-02
-1.4940E-07,1.474179579876E-02
-1.4920E-07,1.446183138527E-02
-1.4900E-07,1.417249227874E-02
-1.4880E-07,1.372316173278E-02
-1.4860E-07,1.390909562819E-02
-1.4840E-07,1.536315047182E-02
-1.4820E-07,1.539572860114E-02
-1.4800E-07,1.487514675595E-02
-1.4780E-07,1.487733582966E-02
-1.4760E-07,1.409265697934E-02
-1.4740E-07,1.392382170074E-02
-1.4720E-07,1.461513406597E-02
-1.4700E-07,1.485067578964E-02
-1.4680E-07,1.446424537338E-02
-1.4660E-07,1.431151731871E-02
-1.4640E-07,1.502767457627E-02
-1.4620E-07,1.474954952486E-02
-1.4600E-07,1.361547057517E-02
-1.4580E-07,1.346926224418E-02
-1.4560E-07,1.420916915871E-02
-1.4540E-07,1.569881915115E-02
-1.4520E-07,1.437083465047E-02
-1.4500E-07,1.357689612545E-02
-1.4480E-07,1.331771929748E-02
-1.4460E-07,1.356619057246E-02
-1.4440E-07,1.272445517592E-02
-1.4420E-07,1.382792015560E-02
-1.4400E-07,1.474339860491E-02
-1.4380E-07,1.508596279658E-02
-1.4360E-07,1.523110522889E-02
-1.4340E-07,1.487664897926E-02
-1.4320E-07,1.505263308994E-02
-1.4300E-07,1.434360836633E-02
-1.4280E-07,1.371628344990E-02
-1.4260E-07,1.499374463223E-02
-1.4240E-07,1.459115576930E-02
-1.4220E-07,1.408156306483E-02
-1.4200E-07,1.376810689457E-02
-1.4180E-07,1.562462813221E-02
-1.4160E-07,1.581278509460E-02
-1.4140E-07,1.340938891284E-02
-1.4120E-07,1.359060472809E-02
-1.4100E-07,1.425863123499E-02
-1.4080E-07,1.423931886442E-02
-1.4060E-07,1.424324718304E-02
-1.4040E-07,1.423946415074E-02
-1.4020E-07,1.431406960823E-02
-1.4000E-07,1.406584699638E-02
-1.3980E-07,1.199625219218E-02
-1.3960E-07,1.318349243142E-02
-1.3940E-07,1.450249246322E-02
-1.3920E-07,1.432975028642E-02
-1.3900E-07,1.410965035669E-02
-1.3880E-07,1.448988421820E-02
-1.3860E-07,1.557276603766E-02
-1.3840E-07,1.525810752995E-02
-1.3820E-07,1.433652007021E-02
-1.3800E-07,1.391725820489E-02
-1.3780E-07,1.444171155803E-02
-1.3760E-07,1.435849928297E-02
-1.3740E-07,1.531661414541E-02
-1.3720E-07,1.408737544902E-02
-1.3700E-07,1.321833414026E-02
-1.3680E-07,1.390289907344E-02
-1.3660E-07,1.508085868321E-02
-1.3640E-07,1.536878963001E-02
-1.3620E-07,1.465527174063E-02
-1.3600E-07,1.380672697909E-02
-1.3580E-07,1.452080599032E-02
-1.3560E-07,1.455440484919E-02
-1.3540E-07,1.402690653689E-02
-1.3520E-07,1.356729698367E-02
-1.3500E-07,1.429440193810E-02
-1.3480E-07,1.465214808471E-02
-1.3460E-07,1.495139972307E-02
-1.3440E-07,1.556838090532E-02
-1.3420E-07,1.341484786011E-02
-1.3400E-07,1.248155740090E-02
-1.3380E-07,1.431151825003E-02
-1.3360E-07,1.592464298941E-02
-1.3340E-07,1.512907139026E-02
-1.3320E-07,1.437072149478E-02
-1.3300E-07,1.367324098013E-02
-1.3280E-07,1.435760986991E-02
-1.3260E-07,1.425733017735E-02
-1.3240E-07,1.318186215125E-02
-1.3220E-07,1.331497981213E-02
-1.3200E-07,1.461072192527E-02
-1.3180E-07,1.510298551060E-02
-1.3160E-07,1.382956952788E-02
-1.3140E-07,1.368573979475E-02
-1.3120E-07,1.462211898528E-02
-1.3100E-07,1.437275643460E-02
-1.3080E-07,1.347429837100E-02
-1.3060E-07,1.417919919826E-02
-1.3040E-07,1.498490079306E-02
-1.3020E-07,1.493296326138E-02
-1.3000E-07,1.429505153559E-02
-1.2980E-07,1.424021665938E-02
-1.2960E-07,1.440435714088E-02
-1.2940E-07,1.417979198508E-02
-1.2920E-07,1.407557978295E-02
-1.2900E-07,1.470403020270E-02
-1.2880E-07,1.445869189687E-02
-1.2860E-07,1.482756176032E-02
-1.2840E-07,1.496508876793E-02
-1.2820E-07,1.461134777404E-02
-1.2800E-07,1.359703737311E-02
-1.2780E-07,1.368849231862E-02
-1.2760E-07,1.444325988181E-02
-1.2740E-07,1.404253738932E-02
-1.2720E-07,1.368094581179E-02
-1.2700E-07,1.473803791217E-02
-1.2680E-07,1.535609803162E-02
-1.2660E-07,1.364206216298E-02
-1.2640E-07,1.278682072647E-02
-1.2620E-07,1.478593955748E-02
-1.2600E-07,1.592719434760E-02
-1.2580E-07,1.455867123790E-02
-1.2560E-07,1.336824634112E-02
-1.2540E-07,1.389430995099E-02
-1.2520E-07,1.443715552799E-02
-1.2500E-07,1.408746904694E-02
-1.2480E-07,1.388538508676E-02
-1.2460E-07,1.428359300829E-02
-1.2440E-07,1.515130811371E-02
-1.2420E-07,1.481811302714E-02
-1.2400E-07,1.465699561872E-02
-1.2380E-07,1.419761517085E-02
-1.2360E-07,1.456926084124E-02
-1.2340E-07,1.486492362805E-02
-1.2320E-07,1.441142308526E-02
-1.2300E-07,1.404037159868E-02
-1.2280E-07,1.490828647278E-02
-1.2260E-07,1.535469778813E-02
-1.2240E-07,1.529898886569E-02
-1.2220E-07,1.440613363869E-02
-1.2200E-07,1.393416496925E-02
-1.2180E-07,1.434861282818E-02
-1.2160E-07,1.398025984876E-02
-1.2140E-07,1.363138175569E-02
-1.2120E-07,1.308627492748E-02
-1.2100E-07,1.288436931558E-02
-1.2080E-07,1.370923846029E-02
-1.2060E-07,1.484713257290E-02
-1.2040E-07,1.479806398042E-02
-1.2020E-07,1.410046798177E-02
-1.2000E-07,1.461347817443E-02
-1.1980E-07,1.487776237540E-02
-1.1960E-07,1.370089613833E-02
-1.1940E-07,1.407628619112E-02
-1.1920E-07,1.416945430450E-02
-1.1900E-07,1.364171524532E-02
-1.1880E-07,1.368714562617E-02
-1.1860E-07,1.465946921147E-02
-1.1840E-07,1.508025844581E-02
-1.1820E-07,1.538757114671E-02
-1.1800E-07,1.479381808080E-02
-1.1780E-07,1.345450776629E-02
-1.1760E-07,1.444274625741E-02
-1.1740E-07,1.424726351164E-02
-1.1720E-07,1.369870101102E-02
-1.1700E-07,1.380120656453E-02
-1.1680E-07,1.414226527326E-02
-1.1660E-07,1.368414071389E-02
-1.1640E-07,1.459128894843E-02
-1.1620E-07,1.435946925543E-02
-1.1600E-07,1.386909020133E-02
-1.1580E-07,1.439815732650E-02
-1.1560E-07,1.407272947021E-02
-1.1540E-07,1.349796514027E-02
-1.1520E-07,1.372133494355E-02
-1.1500E-07,1.520020767115E-02
-1.1480E-07,1.552540409379E-02
-1.1460E-07,1.433832078241E-02
-1.1440E-07,1.437903261743E-02
-1.1420E-07,1.407918493263E-02
-1.1400E-07,1.393100592308E-02
-1.1380E-07,1.413270943798E-02
-1.1360E-07,1.397361393087E-02
-1.1340E-07,1.460504644550E-02
-1.1320E-07,1.459869482554E-02
-1.1300E-07,1.337613184936E-02
