in s,C1 in V
-1.9800E-07,1.879331582226E-02
-1.9780E-07,1.702477057464E-02
-1.9760E-07,1.666113055311E-02
-1.9740E-07,1.787145455368E-02
-1.9720E-07,1.834835271351E-02
-1.9700E-07,1.772362479009E-02
-1.9680E-07,1.793919104151E-02
-1.9660E-07,1.707649436779E-02
-1.9640E-07,1.770177735947E-02
-1.9620E-07,1.802846622653E-02
-1.9600E-07,1.790565923788E-02
-1.9580E-07,1.763184574433E-02
-1.9560E-07,1.735889418982E-02
-1.9540E-07,1.703903750516E-02
-1.9520E-07,1.721603396349E-02
-1.9500E-07,1.747585480101E-02
-1.9480E-07,1.805655724369E-02
-1.9460E-07,1.757210279815E-02
-1.9440E-07,1.670008731075E-02
-1.9420E-07,1.604910493828E-02
-1.9400E-07,1.673464217223E-02
-1.9380E-07,1.811792674474E-02
-1.9360E-07,1.758927498944E-02
-1.9340E-07,1.693950613029E-02
-1.9320E-07,1.737102606334E-02
-1.9300E-07,1.783492808230E-02
-1.9280E-07,1.695048875175E-02
-1.9260E-07,1.687464789487E-02
-1.9240E-07,1.677646321245E-02
-1.9220E-07,1.636175085790E-02
-1.9200E-07,1.547736507840E-02
-1.9180E-07,1.599836089648E-02
-1.9160E-07,1.739584580995E-02
-1.9140E-07,1.804459626786E-02
-1.9120E-07,1.736761276610E-02
-1.9100E-07,1.727085347287E-02
-1.9080E-07,1.682935674675E-02
-1.9060E-07,1.735866042785E-02
-1.9040E-07,1.757339593954E-02
-1.9020E-07,1.753259981982E-02
-1.9000E-07,1.730484441854E-02
-1.8980E-07,1.779416968115E-02
-1.8960E-07,1.808461985551E-02
-1.8940E-07,1.741903620772E-02
-1.8920E-07,1.766707441770E-02
-1.8900E-07,1.808355628513E-02
-1.8880E-07,1.797389398329E-02
-1.8860E-07,1.854070435278E-02
-1.8840E-07,1.824184945784E-02
-1.8820E-07,1.787061030976E-02
-1.8800E-07,1.752419556491E-02
-1.8780E-07,1.736453055404E-02
-1.8760E-07,1.726342198439E-02
-1.8740E-07,1.757648280822E-02
-1.8720E-07,1.865921049379E-02
-1.8700E-07,1.753900778480E-02
-1.8680E-07,1.630764194764E-02
-1.8660E-07,1.790285269730E-02
-1.8640E-07,1.845831676386E-02
-1.8620E-07,1.655702452175E-02
-1.8600E-07,1.591171530075E-02
-1.8580E-07,1.600631485693E-02
-1.8560E-07,1.681675129570E-02
-1.8540E-07,1.736887470819E-02
-1.8520E-07,1.786570084281E-02
-1.8500E-07,1.860083985142E-02
-1.8480E-07,1.862769081257E-02
-1.8460E-07,1.769368183799E-02
-1.8440E-07,1.677131718956E-02
-1.8420E-07,1.751923114993E-02
-1.8400E-07,1.896298929118E-02
-1.8380E-07,1.794552030973E-02
-1.8360E-07,1.705674055032E-02
-1.8340E-07,1.685250057839E-02
-1.8320E-07,1.741760849021E-02
-1.8300E-07,1.678845026530E-02
-1.8280E-07,1.629848658107E-02
-1.8260E-07,1.717036143877E-02
-1.8240E-07,1.804616973735E-02
-1.8220E-07,1.764551849104E-02
-1.8200E-07,1.708170744590E-02
-1.8180E-07,1.808881546371E-02
-1.8160E-07,1.866137488745E-02
-1.8140E-07,1.779319877736E-02
-1.8120E-07,1.717551398091E-02
-1.8100E-07,1.823582147248E-02
-1.8080E-07,1.912355908193E-02
-1.8060E-07,1.849027789198E-02
-1.8040E-07,1.687920392491E-02
-1.8020E-07,1.652671416290E-02
-1.8000E-07,1.688560676761E-02
-1.7980E-07,1.739954921417E-02
-1.7960E-07,1.628675890155E-02
-1.7940E-07,1.604232304730E-02
-1.7920E-07,1.650091932155E-02
-1.7900E-07,1.727448935620E-02
-1.7880E-07,1.725608595647E-02
-1.7860E-07,1.743948758580E-02
-1.7840E-07,1.786664799787E-02
-1.7820E-07,1.703365725465E-02
-1.7800E-07,1.769621503539E-02
-1.7780E-07,1.813740815036E-02
-1.7760E-07,1.776435897686E-02
-1.7740E-07,1.914314386435E-02
-1.7720E-07,1.805057396181E-02
-1.7700E-07,1.586431843229E-02
-1.7680E-07,1.523623774759E-02
-1.7660E-07,1.612925129943E-02
-1.7640E-07,1.697365167551E-02
-1.7620E-07,1.735737566836E-02
-1.7600E-07,1.923489729874E-02
-1.7580E-07,1.868238599040E-02
-1.7560E-07,1.721149842255E-02
-1.7540E-07,1.650203458033E-02
-1.7520E-07,1.609919006936E-02
-1.7500E-07,1.551993723027E-02
-1.7480E-07,1.650129417889E-02
-1.7460E-07,1.706080018543E-02
-1.7440E-07,1.842274908908E-02
-1.7420E-07,1.876381152309E-02
-1.7400E-07,1.787246317603E-02
-1.7380E-07,1.677934099920E-02
-1.7360E-07,1.681249375455E-02
-1.7340E-07,1.769086179323E-02
-1.7320E-07,1.683436120860E-02
-1.7300E-07,1.593983053230E-02
-1.7280E-07,1.702818154357E-02
-1.7260E-07,1.817246499471E-02
-1.7240E-07,1.683658148162E-02
-1.7220E-07,1.674374026246E-02
-1.7200E-07,1.788824024610E-02
-1.7180E-07,1.860015206970E-02
-1.7160E-07,1.773096873425E-02
-1.7140E-07,1.728379094042E-02
-1.7120E-07,1.665737592615E-02
-1.7100E-07,1.645004582591E-02
-1.7080E-07,1.694328869693E-02
-1.7060E-07,1.740090009756E-02
-1.7040E-07,1.719419584610E-02
-1.7020E-07,1.777492203750E-02
-1.7000E-07,1.782634594478E-02
-1.6980E-07,1.718953317963E-02
-1.6960E-07,1.731332969852E-02
-1.6940E-07,1.782803722657E-02
-1.6920E-07,1.698636702262E-02
-1.6900E-07,1.629627701826E-02
-1.6880E-07,1.658047801815E-02
-1.6860E-07,1.779592103325E-02
-1.6840E-07,1.729249368422E-02
-1.6820E-07,1.736864886247E-02
-1.6800E-07,1.767783817835E-02
-1.6780E-07,1.690404416062E-02
-1.6760E-07,1.738609719090E-02
-1.6740E-07,1.841320442967E-02
-1.6720E-07,1.893170383759E-02
-1.6700E-07,1.994826477952E-02
-1.6680E-07,1.864933428355E-02
-1.6660E-07,1.724471543916E-02
-1.6640E-07,1.730185394175E-02
-1.6620E-07,1.791320015676E-02
-1.6600E-07,1.844380722381E-02
-1.6580E-07,1.768176603131E-02
-1.6560E-07,1.742320015095E-02
-1.6540E-07,1.760646347888E-02
-1.6520E-07,1.836566460319E-02
-1.6500E-07,1.767272056080E-02
-1.6480E-07,1.708987141959E-02
-1.6460E-07,1.703540627845E-02
-1.6440E-07,1.762378607877E-02
-1.6420E-07,1.728162095882E-02
-1.6400E-07,1.800508304499E-02
-1.6380E-07,1.851705993526E-02
-1.6360E-07,1.718495759182E-02
-1.6340E-07,1.676702332683E-02
-1.6320E-07,1.737432480790E-02
-1.6300E-07,1.678384673782E-02
-1.6280E-07,1.604875289835E-02
-1.6260E-07,1.763332421891E-02
-1.6240E-07,1.689469507895E-02
-1.6220E-07,1.652549459599E-02
-1.6200E-07,1.620656830259E-02
-1.6180E-07,1.649995959364E-02
-1.6160E-07,1.645226004533E-02
-1.6140E-07,1.725119930692E-02
-1.6120E-07,1.731358162127E-02
-1.6100E-07,1.793431975879E-02
-1.6080E-07,1.816654876806E-02
-1.6060E-07,1.780241840519E-02
-1.6040E-07,1.740210662596E-02
-1.6020E-07,1.733091493137E-02
-1.6000E-07,1.785063902847E-02
-1.5980E-07,1.725893673487E-02
-1.5960E-07,1.664308710955E-02
-1.5940E-07,1.786033502780E-02
-1.5920E-07,1.889562300406E-02
-1.5900E-07,1.924934304319E-02
-1.5880E-07,1.806169721298E-02
-1.5860E-07,1.717098076828E-02
-1.5840E-07,1.662712936290E-02
-1.5820E-07,1.785387444310E-02
-1.5800E-07,1.838330990635E-02
-1.5780E-07,1.683139774017E-02
-1.5760E-07,1.723713121377E-02
-1.5740E-07,1.721557528712E-02
-1.5720E-07,1.714016609825E-02
-1.5700E-07,1.701668436639E-02
-1.5680E-07,1.670981870033E-02
-1.5660E-07,1.636483074166E-02
-1.5640E-07,1.633322724141E-02
-1.5620E-07,1.748931054957E-02
-1.5600E-07,1.744865226559E-02
-1.5580E-07,1.679727547802E-02
-1.5560E-07,1.699232609011E-02
-1.5540E-07,1.786120302044E-02
-1.5520E-07,1.718911501579E-02
-1.5500E-07,1.697813087143E-02
-1.5480E-07,1.665232536383E-02
-1.5460E-07,1.720337123610E-02
-1.5440E-07,1.620932036079E-02
-1.5420E-07,1.640401613899E-02
-1.5400E-07,1.766612679698E-02
-1.5380E-07,1.815343434922E-02
-1.5360E-07,1.672807448544E-02
-1.5340E-07,1.626333660446E-02
-1.5320E-07,1.707836213522E-02
-1.5300E-07,1.763863741420E-02
-1.5280E-07,1.763882600702E-02
-1.5260E-07,1.805987414904E-02
-1.5240E-07,1.781989560463E-02
-1.5220E-07,1.750813397579E-02
-1.5200E-07,1.898780205287E-02
-1.5180E-07,1.947398689575E-02
-1.5160E-07,1.804624517448E-02
-1.5140E-07,1.815164388157E-02
-1.5120E-07,1.718436713330E-02
-1.5100E-07,1.574272262864E-02
-1.5080E-07,1.634699684568E-02
-1.5060E-07,1.790262405761E-02
-1.5040E-07,1.797864279710E-02
-1.5020E-07,1.675085742958E-02
-1.5000E-07,1.719285613857E-02
-1.4980E-07,1.820116276853E-02
-1.4960E-07,1.901569423266E-02
-1.4940E-07,1.765035671182E-02
-1.4920E-07,1.737152571790E-02
-1.4900E-07,1.619516798295E-02
-1.4880E-07,1.655879263766E-02
-1.4860E-07,1.696259967051E-02
-1.4840E-07,1.645585634746E-02
-1.4820E-07,1.730935993604E-02
-1.4800E-07,1.774258512072E-02
-1.4780E-07,1.605774062686E-02
-1.4760E-07,1.616834356450E-02
-1.4740E-07,1.801149566658E-02
-1.4720E-07,1.742294264026E-02
-1.4700E-07,1.645472432487E-02
-1.4680E-07,1.749490733258E-02
-1.4660E-07,1.831766842864E-02
-1.4640E-07,1.721235710196E-02
-1.4620E-07,1.649952420033E-02
-1.4600E-07,1.685008519329E-02
-1.4580E-07,1.752338857390E-02
-1.4560E-07,1.753736958839E-02
-1.4540E-07,1.763922880404E-02
-1.4520E-07,1.684454382397E-02
-1.4500E-07,1.666760510765E-02
-1.4480E-07,1.751875803806E-02
-1.4460E-07,1.793530416675E-02
-1.4440E-07,1.701999568380E-02
-1.4420E-07,1.784312744625E-02
-1.4400E-07,1.758701513521E-02
-1.4380E-07,1.693067393266E-02
-1.4360E-07,1.688145400025E-02
-1.4340E-07,1.804478392936E-02
-1.4320E-07,1.879575588740E-02
-1.4300E-07,1.858018451370E-02
-1.4280E-07,1.788027185015E-02
-1.4260E-07,1.689066245221E-02
-1.4240E-07,1.745027136989E-02
-1.4220E-07,1.734956978820E-02
-1.4200E-07,1.637293045409E-02
-1.4180E-07,1.743192338385E-02
-1.4160E-07,1.751498804428E-02
-1.4140E-07,1.737708757631E-02
-1.4120E-07,1.708674869500E-02
-1.4100E-07,1.871346282773E-02
-1.4080E-07,1.912080097012E-02
-1.4060E-07,1.705473261885E-02
-1.4040E-07,1.520881029777E-02
-1.4020E-07,1.651729942299E-02
-1.4000E-07,1.768109408207E-02
-1.3980E-07,1.751458105631E-02
-1.3960E-07,1.691673156805E-02
-1.3940E-07,1.791258036159E-02
-1.3920E-07,1.773192333989E-02
-1.3900E-07,1.747594001703E-02
-1.3880E-07,1.800346254371E-02
-1.3860E-07,1.876135236584E-02
-1.3840E-07,1.930912743323E-02
-1.3820E-07,1.887767781503E-02
-1.3800E-07,1.708197566681E-02
-1.3780E-07,1.708510817029E-02
-1.3760E-07,1.819637111388E-02
-1.3740E-07,1.769363434054E-02
-1.3720E-07,1.705474752001E-02
-1.3700E-07,1.734920936637E-02
-1.3680E-07,1.730760998093E-02
-1.3660E-07,1.693379106931E-02
-1.3640E-07,1.642503003590E-02
-1.3620E-07,1.655119909905E-02
-1.3600E-07,1.774667642079E-02
-1.3580E-07,1.763038123958E-02
-1.3560E-07,1.653229697607E-02
-1.3540E-07,1.626086068340E-02
-1.3520E-07,1.673867898993E-02
-1.3500E-07,1.725704102777E-02
-1.3480E-07,1.695420938544E-02
-1.3460E-07,1.638590238057E-02
-1.3440E-07,1.650760714896E-02
-1.3420E-07,1.706171241589E-02
-1.3400E-07,1.754988376982E-02
-1.3380E-07,1.795886243694E-02
-1.3360E-07,1.827165829949E-02
-1.3340E-07,1.829382331111E-02
-1.3320E-07,1.811201284640E-02
-1.3300E-07,1.797455894761E-02
-1.3280E-07,1.737155598588E-02
-1.3260E-07,1.762021538801E-02
-1.3240E-07,1.740323492326E-02
-1.3220E-07,1.686611185782E-02
-1.3200E-07,1.704975563101E-02
-1.3180E-07,1.721720044501E-02
-1.3160E-07,1.705495660193E-02
-1.3140E-07,1.694718721323E-02
-1.3120E-07,1.648640791886E-02
-1.3100E-07,1.593177831732E-02
-1.3080E-07,1.714180988260E-02
-1.3060E-07,1.934793331660E-02
-1.3040E-07,1.819107701071E-02
-1.3020E-07,1.701486921869E-02
-1.3000E-07,1.764281439595E-02
-1.2980E-07,1.888034931384E-02
-1.2960E-07,1.844529966824E-02
-1.2940E-07,1.723973053507E-02
-1.2920E-07,1.679299511947E-02
-1.2900E-07,1.719866340049E-02
-1.2880E-07,1.780134598725E-02
-1.2860E-07,1.761880350299E-02
-1.2840E-07,1.874237759970E-02
-1.2820E-07,1.864797548391E-02
-1.2800E-07,1.782423323952E-02
-1.2780E-07,1.752780676819E-02
-1.2760E-07,1.660521860234E-02
-1.2740E-07,1.649754048325E-02
-1.2720E-07,1.769630351104E-02
-1.2700E-07,1.767476947047E-02
-1.2680E-07,1.748006065376E-02
-1.2660E-07,1.703285631724E-02
-1.2640E-07,1.736396617256E-02
-1.2620E-07,1.878592205234E-02
-1.2600E-07,1.880201996304E-02
-1.2580E-07,1.781839617528E-02
-1.2560E-07,1.784064547159E-02
-1.2540E-07,1.858129232191E-02
-1.2520E-07,1.724429774098E-02
-1.2500E-07,1.661412670277E-02
-1.2480E-07,1.698268131353E-02
-1.2460E-07,1.821602714248E-02
-1.2440E-07,1.833865345456E-02
-1.2420E-07,1.813419462182E-02
-1.2400E-07,1.768970788456E-02
-1.2380E-07,1.712583397515E-02
-1.2360E-07,1.672081156634E-02
-1.2340E-07,1.748152562417E-02
-1.2320E-07,1.784271440469E-02
-1.2300E-07,1.793586016633E-02
-1.2280E-07,1.653792682104E-02
-1.2260E-07,1.615913418122E-02
-1.2240E-07,1.760889795609E-02
