in s,C1 in V
-5.8000E-07,5.72139748838E-02
-5.7980E-07,5.85394005757E-02
-5.7960E-07,5.80576530192E-02
-5.7940E-07,5.69500590209E-02
-5.7920E-07,5.65013152082E-02
-5.7900E-07,5.70573566947E-02
-5.7880E-07,5.81939683761E-02
-5.7860E-07,5.86055174936E-02
-5.7840E-07,5.74993507471E-02
-5.7820E-07,5.74281651061E-02
-5.7800E-07,5.69305687677E-02
-5.7780E-07,5.65912087914E-02
-5.7760E-07,5.65549198072E-02
-5.7740E-07,5.71384259965E-02
-5.7720E-07,5.80929268617E-02
-5.7700E-07,5.71943752002E-02
-5.7680E-07,5.63258284237E-02
-5.7660E-07,5.66628857050E-02
-5.7640E-07,5.67864582408E-02
-5.7620E-07,5.71143629495E-02
-5.7600E-07,5.71430546697E-02
-5.7580E-07,5.70819203276E-02
-5.7560E-07,5.74681723956E-02
-5.7540E-07,5.73117800523E-02
-5.7520E-07,5.68573924247E-02
-5.7500E-07,5.81605106127E-02
-5.7480E-07,5.72579705622E-02
-5.7460E-07,5.69119399879E-02
-5.7440E-07,5.69259726908E-02
-5.7420E-07,5.78033297788E-02
-5.7400E-07,5.90036928188E-02
-5.7380E-07,5.88631143328E-02
-5.7360E-07,5.74706636835E-02
-5.7340E-07,5.72035044897E-02
-5.7320E-07,5.87257186417E-02
-5.7300E-07,5.74954973999E-02
-5.7280E-07,5.73183435481E-02
-5.7260E-07,5.76073562261E-02
-5.7240E-07,5.89826006908E-02
-5.7220E-07,5.86289751809E-02
-5.7200E-07,5.78164497856E-02
-5.7180E-07,5.83495085593E-02
-5.7160E-07,5.84092552308E-02
-5.7140E-07,5.84351203870E-02
-5.7120E-07,5.73995269369E-02
-5.7100E-07,5.71799466852E-02
-5.7080E-07,5.79459222499E-02
-5.7060E-07,5.76336567756E-02
-5.7040E-07,5.62244632747E-02
-5.7020E-07,5.64089163672E-02
-5.7000E-07,5.75874724891E-02
-5.6980E-07,5.78858938534E-02
-5.6960E-07,5.68977652583E-02
-5.6940E-07,5.81423474941E-02
-5.6920E-07,5.89140437078E-02
-5.6900E-07,5.76637850609E-02
-5.6880E-07,5.64228303265E-02
-5.6860E-07,5.77785705682E-02
-5.6840E-07,5.88426881004E-02
-5.6820E-07,5.90310108382E-02
-5.6800E-07,5.83663887810E-02
-5.6780E-07,5.80231777858E-02
-5.6760E-07,5.88559152093E-02
-5.6740E-07,5.88815894444E-02
-5.6720E-07,5.77442094218E-02
-5.6700E-07,5.73565626983E-02
-5.6680E-07,5.74368450325E-02
-5.6660E-07,5.63534467947E-02
-5.6640E-07,5.69156373385E-02
-5.6620E-07,5.78096697573E-02
-5.6600E-07,5.94182524364E-02
-5.6580E-07,5.81506036688E-02
-5.6560E-07,5.70043132175E-02
-5.6540E-07,5.64801113214E-02
-5.6520E-07,5.70578898769E-02
-5.6500E-07,5.72174068075E-02
-5.6480E-07,5.78231902327E-02
-5.6460E-07,5.78854770865E-02
-5.6440E-07,5.71018017363E-02
-5.6420E-07,5.73958924506E-02
-5.6400E-07,5.75178980362E-02
-5.6380E-07,5.78244568314E-02
-5.6360E-07,5.78802011441E-02
-5.6340E-07,5.72152368259E-02
-5.6320E-07,5.67860670853E-02
-5.6300E-07,5.69504292216E-02
-5.6280E-07,5.64872079995E-02
-5.6260E-07,5.67231841851E-02
-5.6240E-07,5.63887858298E-02
-5.6220E-07,5.68521979731E-02
-5.6200E-07,5.77963029500E-02
-5.6180E-07,5.73162969667E-02
-5.6160E-07,5.71221301798E-02
-5.6140E-07,5.73262295220E-02
-5.6120E-07,5.78700939659E-02
-5.6100E-07,5.74010799173E-02
-5.6080E-07,5.74901027139E-02
-5.6060E-07,5.76889005024E-02
-5.6040E-07,5.73335124645E-02
-5.6020E-07,5.68127774168E-02
-5.6000E-07,5.70139547344E-02
-5.5980E-07,5.85460036527E-02
-5.5960E-07,5.89441021439E-02
-5.5940E-07,5.82093794364E-02
-5.5920E-07,5.75890557375E-02
-5.5900E-07,5.82670446020E-02
-5.5880E-07,5.76457569841E-02
-5.5860E-07,5.62406589743E-02
-5.5840E-07,5.57996334974E-02
-5.5820E-07,5.71480069775E-02
-5.5800E-07,5.74606053997E-02
-5.5780E-07,5.74530127924E-02
-5.5760E-07,5.71205166634E-02
-5.5740E-07,5.67418804858E-02
-5.5720E-07,5.73590772692E-02
-5.5700E-07,5.78585409094E-02
-5.5680E-07,5.74027493130E-02
-5.5660E-07,5.71544703562E-02
-5.5640E-07,5.66586831119E-02
-5.5620E-07,5.70361784194E-02
-5.5600E-07,5.66448296886E-02
-5.5580E-07,5.75074555818E-02
-5.5560E-07,5.83360136952E-02
-5.5540E-07,5.72732954752E-02
-5.5520E-07,5.74316924904E-02
-5.5500E-07,5.90617072303E-02
-5.5480E-07,5.88772401679E-02
-5.5460E-07,5.76216031332E-02
-5.5440E-07,5.65447008703E-02
-5.5420E-07,5.72077536490E-02
-5.5400E-07,5.83167562727E-02
