in s,C1 in V
-5.8000E-07,5.65434109885E-02
-5.7980E-07,5.52005136851E-02
-5.7960E-07,5.53306101356E-02
-5.7940E-07,5.58466792572E-02
-5.7920E-07,5.58744303416E-02
-5.7900E-07,5.57831095066E-02
-5.7880E-07,5.57310322765E-02
-5.7860E-07,5.50983010326E-02
-5.7840E-07,5.54489952046E-02
-5.7820E-07,5.63776565250E-02
-5.7800E-07,5.71412246209E-02
-5.7780E-07,5.60732607264E-02
-5.7760E-07,5.55762418080E-02
-5.7740E-07,5.58374195825E-02
-5.7720E-07,5.60893167276E-02
-5.7700E-07,5.58772522490E-02
-5.7680E-07,5.62458650675E-02
-5.7660E-07,5.62952996697E-02
-5.7640E-07,5.60911840294E-02
-5.7620E-07,5.60006687883E-02
-5.7600E-07,5.66404198762E-02
-5.7580E-07,5.62695066910E-02
-5.7560E-07,5.54727369454E-02
-5.7540E-07,5.50184797030E-02
-5.7520E-07,5.61532380525E-02
-5.7500E-07,5.66589834634E-02
-5.7480E-07,5.63303965610E-02
-5.7460E-07,5.58383578900E-02
-5.7440E-07,5.50660795998E-02
-5.7420E-07,5.56388080586E-02
-5.7400E-07,5.61424021143E-02
-5.7380E-07,5.61712544877E-02
-5.7360E-07,5.67375987303E-02
-5.7340E-07,5.66728275735E-02
-5.7320E-07,5.51875287201E-02
-5.7300E-07,5.52485745866E-02
-5.7280E-07,5.60575237032E-02
-5.7260E-07,5.55919858161E-02
-5.7240E-07,5.49204929266E-02
-5.7220E-07,5.52703954745E-02
-5.7200E-07,5.67203203682E-02
-5.7180E-07,5.68881609943E-02
-5.7160E-07,5.60456796084E-02
-5.7140E-07,5.59783193748E-02
-5.7120E-07,5.60755447950E-02
-5.7100E-07,5.66034673247E-02
-5.7080E-07,5.57961224113E-02
-5.7060E-07,5.56525101420E-02
-5.7040E-07,5.56965454016E-02
-5.7020E-07,5.55294940714E-02
-5.7000E-07,5.46675643418E-02
-5.6980E-07,5.51987139042E-02
-5.6960E-07,5.61444952618E-02
-5.6940E-07,5.66770674195E-02
-5.6920E-07,5.62950179446E-02
-5.6900E-07,5.62034223694E-02
-5.6880E-07,5.58781160507E-02
-5.6860E-07,5.52764164750E-02
-5.6840E-07,5.47453530598E-02
-5.6820E-07,5.46013240237E-02
-5.6800E-07,5.53840284701E-02
-5.6780E-07,5.54507344496E-02
-5.6760E-07,5.54048598278E-02
-5.6740E-07,5.55902139749E-02
-5.6720E-07,5.62486567069E-02
-5.6700E-07,5.54868744221E-02
-5.6680E-07,5.50843195524E-02
-5.6660E-07,5.62562632840E-02
-5.6640E-07,5.63124592882E-02
-5.6620E-07,5.57395049836E-02
-5.6600E-07,5.43251240160E-02
-5.6580E-07,5.39230324794E-02
-5.6560E-07,5.51918128040E-02
-5.6540E-07,5.61163832899E-02
-5.6520E-07,5.60204058420E-02
