in s,C1 in V,C3 in V
-9.2000E-08,4.67235015240E-03,1.70477022175E-04
-9.1800E-08,4.83783453237E-03,1.69946579952E-04
-9.1600E-08,4.83783592936E-03,1.61329470333E-04
-9.1400E-08,4.96575727593E-03,1.58441112135E-04
-9.1200E-08,4.83531949576E-03,1.73185168523E-04
-9.1000E-08,4.83298350591E-03,1.82740545589E-04
-9.0800E-08,5.03238525707E-03,1.76631680448E-04
-9.0600E-08,5.02851328347E-03,1.71961549427E-04
-9.0400E-08,4.85354547855E-03,1.68317737747E-04
-9.0200E-08,4.75919807795E-03,1.66951463316E-04
-9.0000E-08,4.91553128231E-03,1.77387943249E-04
-8.9800E-08,5.06331960205E-03,1.82652964946E-04
-8.9600E-08,5.01927176956E-03,1.74292163681E-04
-8.9400E-08,4.94894550648E-03,1.71855426151E-04
-8.9200E-08,4.79401836637E-03,1.71723732483E-04
-8.9000E-08,4.87488952931E-03,1.71286700051E-04
-8.8800E-08,4.99047783669E-03,1.66813776586E-04
-8.8600E-08,4.93836544920E-03,1.61990899350E-04
-8.8400E-08,5.05288459826E-03,1.70385927651E-04
-8.8200E-08,5.01592040528E-03,1.81044181567E-04
-8.8000E-08,4.97385978233E-03,1.81539362054E-04
-8.7800E-08,4.87117448356E-03,1.83725456465E-04
-8.7600E-08,4.91120086517E-03,1.78346074875E-04
-8.7400E-08,4.91958183702E-03,1.72843379658E-04
-8.7200E-08,4.92413158063E-03,1.70498084966E-04
-8.7000E-08,4.89928785246E-03,1.69455230925E-04
-8.6800E-08,4.84032325912E-03,1.82514448408E-04
-8.6600E-08,4.88131076563E-03,1.81927609947E-04
-8.6400E-08,4.85267678741E-03,1.75195261594E-04
-8.6200E-08,4.79445748497E-03,1.73468614686E-04
-8.6000E-08,4.89309851546E-03,1.73644943852E-04
-8.5800E-08,5.01267893706E-03,1.73895269390E-04
-8.5600E-08,5.01477883663E-03,1.74546607528E-04
-8.5400E-08,4.97374173719E-03,1.75273273829E-04
-8.5200E-08,4.82573641930E-03,1.72601505872E-04
-8.5000E-08,4.86573160160E-03,1.68824914601E-04
-8.4800E-08,4.81746348087E-03,1.66247304287E-04
-8.4600E-08,4.76090076845E-03,1.68461489249E-04
-8.4400E-08,4.86853115726E-03,1.75340283420E-04
-8.4200E-08,4.88946356345E-03,1.83802731093E-04
-8.4000E-08,4.83279840555E-03,1.76121143382E-04
-8.3800E-08,4.83472624328E-03,1.71794327665E-04
-8.3600E-08,4.89441517275E-03,1.78378447648E-04
-8.3400E-08,5.02168785315E-03,1.86002153661E-04
-8.3200E-08,4.95509502944E-03,1.84188469071E-04
-8.3000E-08,4.96287110727E-03,1.84133998808E-04
-8.2800E-08,4.87644134555E-03,1.76708227713E-04
-8.2600E-08,4.98965897132E-03,1.76289614979E-04
-8.2400E-08,5.02462780569E-03,1.75114124771E-04
-8.2200E-08,4.87912914250E-03,1.77063867208E-04
-8.2000E-08,4.89407873247E-03,1.82457519453E-04
-8.1800E-08,4.86293693539E-03,1.82224117909E-04
-8.1600E-08,4.98412435409E-03,1.80030596200E-04
-8.1400E-08,5.06511658896E-03,1.88047846537E-04
-8.1200E-08,4.95249431115E-03,1.90132540409E-04
-8.1000E-08,5.02716728952E-03,1.90653629359E-04
-8.0800E-08,5.04927898291E-03,1.89740860593E-04
-8.0600E-08,4.96045921464E-03,1.87163178567E-04
-8.0400E-08,4.92851391900E-03,1.85039739814E-04
-8.0200E-08,4.91921256762E-03,1.82547569033E-04
-8.0000E-08,4.87037447747E-03,1.78564478401E-04
-7.9800E-08,4.81166134123E-03,1.85686006900E-04
-7.9600E-08,4.77580868173E-03,1.90580995511E-04
-7.9400E-08,4.69267067965E-03,1.81122859698E-04
-7.9200E-08,4.75746488664E-03,1.74836354088E-04
-7.9000E-08,4.85626657028E-03,1.78538416270E-04
-7.8800E-08,4.76535761263E-03,1.86325625274E-04
-7.8600E-08,4.84715637285E-03,1.89490330163E-04
-7.8400E-08,5.04093386699E-03,1.88675243165E-04
-7.8200E-08,4.97002436314E-03,1.86034987438E-04
-7.8000E-08,4.81253701728E-03,1.81545641962E-04
-7.7800E-08,4.83088872861E-03,1.75106267203E-04
-7.7600E-08,4.78854312096E-03,1.71554021295E-04
-7.7400E-08,4.86442449037E-03,1.73102587219E-04
-7.7200E-08,4.98626383487E-03,1.73207849953E-04
-7.7000E-08,4.98272038531E-03,1.89261139128E-04
-7.6800E-08,4.81641481165E-03,1.91291444693E-04
-7.6600E-08,4.79775762651E-03,1.84051243346E-04
-7.6400E-08,4.92621168960E-03,1.78681583833E-04
-7.6200E-08,4.96481640730E-03,1.78462719303E-04
-7.6000E-08,4.85001599882E-03,1.82509315889E-04
-7.5800E-08,4.81909166556E-03,1.87325790282E-04
-7.5600E-08,4.79865565430E-03,1.83376691062E-04
-7.5400E-08,4.87016283441E-03,1.77677085381E-04
-7.5200E-08,4.89398606587E-03,1.72714513484E-04
-7.5000E-08,4.85987777356E-03,1.70731578711E-04
-7.4800E-08,4.77381797973E-03,1.66912318897E-04
-7.4600E-08,4.71712651197E-03,1.67496401574E-04
-7.4400E-08,4.87455425318E-03,1.71346804816E-04
-7.4200E-08,4.92221072782E-03,1.71783919204E-04
-7.4000E-08,4.88070377614E-03,1.75063506458E-04
-7.3800E-08,4.75960017648E-03,1.80156716835E-04
-7.3600E-08,4.82690173667E-03,1.72125503179E-04
-7.3400E-08,4.99423479196E-03,1.70947318655E-04
-7.3200E-08,5.11541010346E-03,1.86544643473E-04
-7.3000E-08,4.92016042117E-03,1.95047311243E-04
-7.2800E-08,4.85404303763E-03,1.92508005295E-04
-7.2600E-08,4.79810896795E-03,1.77943330947E-04
-7.2400E-08,4.87856778782E-03,1.70119743552E-04
-7.2200E-08,4.97948776465E-03,1.78868014123E-04
-7.2000E-08,4.94560927618E-03,1.86253309008E-04
-7.1800E-08,4.78862368036E-03,1.90309945252E-04
-7.1600E-08,4.78066529613E-03,1.78007472064E-04
-7.1400E-08,4.66217848007E-03,1.71896762904E-04
-7.1200E-08,4.66337988619E-03,1.67367750537E-04
-7.1000E-08,4.66409234796E-03,1.69847750794E-04
-7.0800E-08,4.55948084127E-03,1.83373648431E-04
-7.0600E-08,4.80390319135E-03,1.84999222625E-04
-7.0400E-08,4.96330114547E-03,1.73789289538E-04
-7.0200E-08,4.81769258622E-03,1.74133823942E-04
-7.0000E-08,4.88054405432E-03,1.79019520748E-04
-6.9800E-08,4.86097231042E-03,1.79929748867E-04
-6.9600E-08,4.83836748172E-03,1.81792381909E-04
-6.9400E-08,4.95233272668E-03,1.85869128201E-04
-6.9200E-08,4.95442238171E-03,1.90431220215E-04
-6.9000E-08,4.82284210157E-03,1.85742833409E-04
-6.8800E-08,4.90055258851E-03,1.75707509499E-04
-6.8600E-08,4.90942087490E-03,1.77227257509E-04
-6.8400E-08,5.00002109911E-03,1.84058773089E-04
-6.8200E-08,5.09277663659E-03,1.81290552709E-04
-6.8000E-08,4.92275438737E-03,1.82905800398E-04
