in s,C1 in V,C3 in V
-9.2000E-08,7.66195848119E-03,-7.970383733511E-06
-9.1800E-08,7.73527545389E-03,-6.803113192322E-06
-9.1600E-08,7.70095365588E-03,-7.283040851356E-06
-9.1400E-08,7.69416920375E-03,-5.562689870597E-06
-9.1200E-08,7.67038415652E-03,-4.747731953860E-06
-9.1000E-08,7.68725553062E-03,-5.077281564476E-06
-9.0800E-08,7.66629006248E-03,-5.133219033482E-06
-9.0600E-08,7.61519793887E-03,-5.694895952941E-06
-9.0400E-08,7.76005445514E-03,-8.120395213368E-06
-9.0200E-08,7.79769083019E-03,-9.501764148476E-06
-9.0000E-08,7.77957427781E-03,-1.049444970489E-05
-8.9800E-08,7.70854044240E-03,-1.391761448979E-05
-8.9600E-08,7.71647205111E-03,-1.177199926972E-05
-8.9400E-08,7.81593380962E-03,-1.159576472640E-05
-8.9200E-08,7.75319526438E-03,-1.133458462358E-05
-8.9000E-08,7.76374272536E-03,-7.480621308089E-06
-8.8800E-08,7.74682501797E-03,-7.086309760811E-06
-8.8600E-08,7.57873549592E-03,-1.283947375417E-05
-8.8400E-08,7.67353784759E-03,-8.598118990661E-06
-8.8200E-08,7.87097613793E-03,-7.660910457374E-06
-8.8000E-08,7.83545386512E-03,-9.338171750308E-06
-8.7800E-08,7.68432023469E-03,-5.325287550689E-06
-8.7600E-08,7.64391783159E-03,-5.743233829738E-06
-8.7400E-08,7.82419627067E-03,-1.114858236909E-05
-8.7200E-08,7.81346859876E-03,-9.655405551196E-06
-8.7000E-08,7.72303391714E-03,-8.001269370318E-06
-8.6800E-08,7.68864506390E-03,-4.197190672160E-06
-8.6600E-08,7.83856797498E-03,-4.552762180568E-06
-8.6400E-08,7.85760304425E-03,-7.015325099231E-06
-8.6200E-08,7.69689471927E-03,-6.817306548359E-06
-8.6000E-08,7.74223010521E-03,-7.417888909579E-06
-8.5800E-08,7.77321055066E-03,-7.883422046901E-06
-8.5600E-08,7.66856272239E-03,-5.140675574541E-06
-8.5400E-08,7.54164208192E-03,-6.987027794125E-06
-8.5200E-08,7.51312545035E-03,-1.284485158324E-05
-8.5000E-08,7.53351559397E-03,-1.330135461688E-05
-8.4800E-08,7.48338552658E-03,-1.085906472802E-05
-8.4600E-08,7.58518653456E-03,-8.958889514209E-06
-8.4400E-08,7.78169163968E-03,-4.845704108478E-06
-8.4200E-08,7.91485074442E-03,-4.989604622127E-06
-8.4000E-08,7.79558720533E-03,-1.049378809333E-05
-8.3800E-08,7.75678225327E-03,-9.892669290305E-06
-8.3600E-08,7.66401507426E-03,-3.852651983501E-06
-8.3400E-08,7.66892756801E-03,-6.691524356605E-06
-8.3200E-08,7.69722976256E-03,-8.842875033619E-06
-8.3000E-08,7.72010444198E-03,-5.926951736212E-06
-8.2800E-08,7.76543936227E-03,-5.080258816481E-06
-8.2600E-08,7.75489446241E-03,-8.407834142448E-06
-8.2400E-08,7.71955775563E-03,-9.113366872074E-06
-8.2200E-08,7.63542416971E-03,-9.824827283622E-06
-8.2000E-08,7.62406436261E-03,-4.395410388710E-06
-8.1800E-08,7.71230834071E-03,-1.061169773341E-06
-8.1600E-08,7.72660903167E-03,-3.199994534256E-06
-8.1400E-08,7.60867123026E-03,-5.656781762840E-06
-8.1200E-08,7.69773570355E-03,-7.726123899222E-06
-8.1000E-08,7.59847976733E-03,-6.185713380576E-06
-8.0800E-08,7.59511722717E-03,-7.348187237979E-06
-8.0600E-08,7.74555841926E-03,-8.719493418933E-06
-8.0400E-08,7.93652308639E-03,-3.615745872260E-06
-8.0200E-08,7.87837596145E-03,-5.869583755733E-06
-8.0000E-08,7.63950080145E-03,-7.909765809775E-06
-7.9800E-08,7.52717538271E-03,-5.291321843863E-06
-7.9600E-08,7.45333803352E-03,-2.377526432278E-06
-7.9400E-08,7.59654913563E-03,-2.028249174358E-06
-7.9200E-08,7.78020478319E-03,-7.436042994262E-06
-7.9000E-08,7.89356699679E-03,-5.867049068214E-06
-7.8800E-08,7.77003031690E-03,2.466060250996E-06
-7.8600E-08,7.73924195673E-03,1.593649417160E-06
-7.8400E-08,7.72850287613E-03,-5.609963804484E-06
-7.8200E-08,7.72493078839E-03,-8.753932982684E-06
-7.8000E-08,7.72229421418E-03,-7.983732193710E-06
-7.7800E-08,7.76225563604E-03,-4.884412854912E-06
-7.7600E-08,7.71755611058E-03,-6.309461563827E-06
-7.7400E-08,7.63581951614E-03,-3.887873858214E-06
-7.7200E-08,7.61366311926E-03,2.409085929390E-07
-7.7000E-08,7.69651217852E-03,-4.920224815607E-06
-7.6800E-08,7.76671201456E-03,-8.632764190436E-06
-7.6600E-08,7.79566962738E-03,-5.473296314479E-06
-7.6400E-08,7.82110195141E-03,-5.391180485488E-06
-7.6200E-08,7.79322700109E-03,-9.341229468586E-06
-7.6000E-08,7.60338690598E-03,-1.047776189447E-05
-7.5800E-08,7.71247807425E-03,-7.140383094550E-06
-7.5600E-08,7.88610896561E-03,-7.099582225086E-06
-7.5400E-08,7.65423176344E-03,-6.220242351295E-06
-7.5200E-08,7.54414873663E-03,-5.977842181922E-06
-7.5000E-08,7.70855813753E-03,-6.830172210932E-06
-7.4800E-08,7.74108411279E-03,-3.925384551288E-06
-7.4600E-08,7.64392993879E-03,-1.430366903544E-06
-7.4400E-08,7.66294242349E-03,-2.924625545742E-06
-7.4200E-08,7.71655843128E-03,-5.094054311514E-06
-7.4000E-08,7.65886160079E-03,-9.644077688456E-06
-7.3800E-08,7.65114233363E-03,-9.705665677788E-06
-7.3600E-08,7.70857420284E-03,-7.190974026919E-06
-7.3400E-08,7.82138949726E-03,-7.820537656546E-06
-7.3200E-08,7.79480512720E-03,-5.163679987194E-06
-7.3000E-08,7.76801004540E-03,-7.869774073363E-06
-7.2800E-08,7.68048877362E-03,-9.293566614391E-06
-7.2600E-08,7.58131828625E-03,-6.296662956477E-06
-7.2400E-08,7.53154607955E-03,-6.308831244708E-06
-7.2200E-08,7.61153737549E-03,-6.705525487663E-06
-7.2000E-08,7.69222553354E-03,-6.040632694961E-06
-7.1800E-08,7.60754060466E-03,-1.111484465003E-05
-7.1600E-08,7.51734829973E-03,-1.325875219703E-05
-7.1400E-08,7.60324161965E-03,-4.373827546837E-06
-7.1200E-08,7.68403175753E-03,-3.442381292582E-06
-7.1000E-08,7.77074487414E-03,-8.997540146114E-06
-7.0800E-08,7.67102118116E-03,-9.129223197700E-06
-7.0600E-08,7.51856088173E-03,-9.279980957514E-07
-7.0400E-08,7.48838859145E-03,-4.631927579643E-06
-7.0200E-08,7.73469058331E-03,-1.092687097192E-05
-7.0000E-08,7.76555973571E-03,-6.121358245612E-06
-6.9800E-08,7.70256321412E-03,-2.026335865260E-06
-6.9600E-08,7.76061487850E-03,-1.085105833411E-05
-6.9400E-08,7.73993369658E-03,-1.333879825473E-05
-6.9200E-08,7.73388918024E-03,-7.735766440631E-06
-6.9000E-08,7.72025461774E-03,-5.913831263782E-06
-6.8800E-08,7.73018344771E-03,-9.991624921562E-06
-6.8600E-08,7.68391021993E-03,-9.086978405716E-06
-6.8400E-08,7.77284314390E-03,-7.682041794063E-06
-6.8200E-08,7.56362478714E-03,-1.075023409724E-05
-6.8000E-08,7.53473399673E-03,-8.270585507156E-06
-6.7800E-08,7.79072267469E-03,-1.854974001647E-06
-6.7600E-08,7.68451418262E-03,2.366697818040E-06
-6.7400E-08,7.46673790272E-03,-3.988537162544E-06
-6.7200E-08,7.47956733685E-03,-1.181394007802E-05
-6.7000E-08,7.64946315903E-03,-1.339743581414E-05
-6.6800E-08,7.79371338431E-03,-9.618614584209E-06
-6.6600E-08,7.91056852322E-03,-6.057973176241E-06
-6.6400E-08,7.81025157776E-03,-8.719815284015E-06
-6.6200E-08,7.78985095676E-03,-1.520456966758E-05
-6.6000E-08,7.73105935659E-03,-1.065850701928E-05
-6.5800E-08,7.62437612284E-03,-6.033998697997E-06
-6.5600E-08,7.52759587485E-03,-8.321855932475E-06
-6.5400E-08,7.50672097784E-03,-1.486229297519E-05
-6.5200E-08,7.54540229682E-03,-1.110405322909E-05
-6.5000E-08,7.68445550930E-03,-7.248114019634E-06
-6.4800E-08,7.86546061281E-03,-8.301041990519E-06
-6.4600E-08,7.85662352573E-03,-8.361364871265E-06
-6.4400E-08,7.76418137830E-03,-1.113040593267E-05
-6.4200E-08,7.74906787556E-03,-1.218045499921E-05
-6.4000E-08,7.68347575795E-03,-1.138934639096E-05
-6.3800E-08,7.63467026409E-03,-1.057314571738E-05
-6.3600E-08,7.66107162926E-03,-1.018355932832E-05
-6.3400E-08,7.70232665818E-03,-1.070412245393E-05
-6.3200E-08,7.75340574328E-03,-1.064252105355E-05
-6.3000E-08,7.86471206229E-03,-1.056406196952E-05
-6.2800E-08,7.84174657892E-03,-1.109471467137E-05
-6.2600E-08,7.84366650041E-03,-1.401984688640E-05
-6.2400E-08,7.73564146366E-03,-1.182839271426E-05
-6.2200E-08,7.57060993928E-03,-7.833608955145E-06
-6.2000E-08,7.82329405192E-03,-5.428534716368E-06
-6.1800E-08,8.01197395194E-03,-7.198707729580E-06
-6.1600E-08,7.82367612701E-03,-1.090850678086E-05
-6.1400E-08,7.66404278111E-03,-9.968893200160E-06
-6.1200E-08,7.67759794835E-03,-9.747950702906E-06
-6.1000E-08,7.72909775842E-03,-1.489629444480E-05
-6.0800E-08,7.76455670130E-03,-1.507534977794E-05
-6.0600E-08,7.78747724835E-03,-1.557350304723E-05
-6.0400E-08,7.66318899114E-03,-1.501132544875E-05
-6.0200E-08,7.43795211893E-03,-1.400999423862E-05
-6.0000E-08,7.47685020324E-03,-1.320037391782E-05
-5.9800E-08,7.82055410091E-03,-1.173749712110E-05
-5.9600E-08,7.82845893409E-03,-1.177819517255E-05
-5.9400E-08,7.67801750917E-03,-1.030063775182E-05
-5.9200E-08,7.53363620024E-03,-1.054638621211E-05
-5.9000E-08,7.56432141643E-03,-1.529061493278E-05
-5.8800E-08,7.65023685526E-03,-1.550820466876E-05
-5.8600E-08,7.79993275646E-03,-1.285238859058E-05
-5.8400E-08,7.89971163031E-03,-1.431446966529E-05
-5.8200E-08,7.84912544768E-03,-1.377357986570E-05
-5.8000E-08,7.77133509982E-03,-1.353961971402E-05
-5.7800E-08,7.75582275819E-03,-1.769550588727E-05
-5.7600E-08,7.79909503181E-03,-1.394991275668E-05
-5.7400E-08,7.71346667316E-03,-1.106627878547E-05
-5.7200E-08,7.60184696410E-03,-1.924677488208E-05
-5.7000E-08,7.62528183404E-03,-1.706583496928E-05
-5.6800E-08,7.72596735042E-03,-1.579717245698E-05
-5.6600E-08,7.65925648157E-03,-1.820088770986E-05
-5.6400E-08,7.60033449624E-03,-1.646451500058E-05
-5.6200E-08,7.63170167338E-03,-1.510780450702E-05
-5.6000E-08,7.75591961574E-03,-1.632995751500E-05
-5.5800E-08,7.78343647253E-03,-1.702441272140E-05
-5.5600E-08,7.74426318239E-03,-1.627553102374E-05
-5.5400E-08,7.52590505872E-03,-1.510107663274E-05
-5.5200E-08,7.46827365365E-03,-1.682927754522E-05
-5.5000E-08,7.60285255965E-03,-1.563162651658E-05
-5.4800E-08,7.77406573761E-03,-1.746642288566E-05
-5.4600E-08,7.65140147414E-03,-1.812633123994E-05
-5.4400E-08,7.74047689047E-03,-1.960391995311E-05
-5.4200E-08,7.84262737725E-03,-2.628657218814E-05
-5.4000E-08,7.70485450048E-03,-2.620580193400E-05
-5.3800E-08,7.61552366894E-03,-1.776601669192E-05
-5.3600E-08,7.53297891933E-03,-1.910192218423E-05
-5.3400E-08,7.62625297066E-03,-2.335213717818E-05
-5.3200E-08,7.66525350045E-03,-2.353930172324E-05
-5.3000E-08,7.70519163925E-03,-2.260500785708E-05
-5.2800E-08,7.76665287558E-03,-2.065374550224E-05
-5.2600E-08,7.69159549382E-03,-1.987178322673E-05
-5.2400E-08,7.72184345406E-03,-1.910938766599E-05
-5.2200E-08,7.73538744543E-03,-1.953573372960E-05
-5.2000E-08,7.68076165114E-03,-1.613026705384E-05
-5.1800E-08,7.84454962704E-03,-1.425273415446E-05
-5.1600E-08,7.85902540665E-03,-2.007020410895E-05
-5.1400E-08,7.63216733467E-03,-2.680716213584E-05
-5.1200E-08,7.70256111864E-03,-2.243682441115E-05
-5.1000E-08,7.91772643570E-03,-1.874671724439E-05
-5.0800E-08,7.89969998877E-03,-1.796448227763E-05
-5.0600E-08,7.76930248830E-03,-1.784893271327E-05
-5.0400E-08,7.59598987643E-03,-1.968470808864E-05
-5.0200E-08,7.60301810224E-03,-1.977873292565E-05
-5.0000E-08,7.56700455677E-03,-1.825076785684E-05
-4.9800E-08,7.61395765003E-03,-1.972542402148E-05
-4.9600E-08,7.69466722850E-03,-2.364651855826E-05
-4.9400E-08,7.75654895697E-03,-2.310110476613E-05
-4.9200E-08,7.77152043302E-03,-1.916508820653E-05
-4.9000E-08,7.68833307084E-03,-2.120516744256E-05
-4.8800E-08,7.68751909491E-03,-2.339402434230E-05
-4.8600E-08,7.74566854816E-03,-2.382593151927E-05
-4.8400E-08,7.63725980651E-03,-2.363460060954E-05
-4.8200E-08,7.66845608596E-03,-2.632016685605E-05
-4.8000E-08,7.74771815632E-03,-2.754701820016E-05
-4.7800E-08,7.79224561993E-03,-2.830991891027E-05
-4.7600E-08,7.76643890422E-03,-2.843253609538E-05
-4.7400E-08,7.70071104635E-03,-2.559436109662E-05
-4.7200E-08,7.65619056765E-03,-2.254180607200E-05
-4.7000E-08,7.74717519525E-03,-2.438808229566E-05
-4.6800E-08,7.83056954388E-03,-2.209780213237E-05
-4.6600E-08,7.77401893865E-03,-2.349725362659E-05
-4.6400E-08,7.67920005601E-03,-2.225807306171E-05
-4.6200E-08,7.78667933773E-03,-2.369674292207E-05
-4.6000E-08,7.67237392720E-03,-2.590908256173E-05
-4.5800E-08,7.48398157302E-03,-2.389390763641E-05
-4.5600E-08,7.44847629685E-03,-2.456715998054E-05
-4.5400E-08,7.55389945116E-03,-2.413454201818E-05
-4.5200E-08,7.77125477325E-03,-2.697745111585E-05
-4.5000E-08,7.94267447200E-03,-2.805758115649E-05
-4.4800E-08,7.79910481069E-03,-2.498693910241E-05
-4.4600E-08,7.72917622235E-03,-2.670922127366E-05
-4.4400E-08,7.62225200888E-03,-2.443041649461E-05
-4.4200E-08,7.66231005546E-03,-2.023784664273E-05
-4.4000E-08,7.71001891699E-03,-2.207114991546E-05
-4.3800E-08,7.72070304956E-03,-2.684840556979E-05
-4.3600E-08,7.71209110972E-03,-2.505972978473E-05
-4.3400E-08,7.62464480940E-03,-2.659299668670E-05
-4.3200E-08,7.50871540513E-03,-2.598204758763E-05
-4.3000E-08,7.52748667728E-03,-2.887818512321E-05
-4.2800E-08,7.68504643347E-03,-3.425666686893E-05
-4.2600E-08,7.71004080307E-03,-3.036749061942E-05
-4.2400E-08,7.72017871495E-03,-2.573468086124E-05
-4.2200E-08,7.74913819041E-03,-3.202301707864E-05
-4.2000E-08,7.69727516454E-03,-2.999958094955E-05
-4.1800E-08,7.65784087125E-03,-2.338957634568E-05
-4.1600E-08,7.60477946606E-03,-1.914262470603E-05
-4.1400E-08,7.64792740811E-03,-1.981918063760E-05
-4.1200E-08,7.80417842325E-03,-2.571471181512E-05
-4.1000E-08,7.85583329853E-03,-2.451493290067E-05
-4.0800E-08,7.82868827228E-03,-2.487194833160E-05
-4.0600E-08,7.75857039262E-03,-2.347631004453E-05
-4.0400E-08,7.70443098154E-03,-2.133722600341E-05
-4.0200E-08,7.63150609564E-03,-2.644517120719E-05
-4.0000E-08,7.84438059200E-03,-3.040090647340E-05
-3.9800E-08,7.84939506557E-03,-2.690434750915E-05
-3.9600E-08,7.79996465426E-03,-2.631571885944E-05
-3.9400E-08,7.76131476741E-03,-3.357564952970E-05
-3.9200E-08,7.61739376467E-03,-3.132840541005E-05
-3.9000E-08,7.61745267082E-03,-2.516784515977E-05
